x,u_m,u_mm,M,,
8.469,-7.00E-05,-0.070049236,18.50313833,,
8.47,-7.00E-05,-0.06997428,18.53783333,,
8.471,-6.99E-05,-0.069899343,18.57253833,,
8.472,-6.98E-05,-0.069824424,18.60725333,,
8.473,-6.97E-05,-0.069749524,18.64197833,,
8.474,-6.97E-05,-0.069674642,18.67671333,,
8.475,-6.96E-05,-0.069599779,18.71145833,,
8.476,-6.95E-05,-0.069524934,18.74621333,,
8.477,-6.95E-05,-0.069450109,18.78097833,,
8.478,-6.94E-05,-0.069375302,18.81575333,,
8.479,-6.93E-05,-0.069300514,18.85053833,,
8.48,-6.92E-05,-0.069225745,18.88533333,,
8.481,-6.92E-05,-0.069150995,18.92013833,,
8.482,-6.91E-05,-0.069076264,18.95495333,,
8.483,-6.90E-05,-0.069001551,18.98977833,,
8.484,-6.89E-05,-0.068926858,19.02461333,,
8.485,-6.89E-05,-0.068852183,19.05945833,,
8.486,-6.88E-05,-0.068777528,19.09431333,,
8.487,-6.87E-05,-0.068702892,19.12917833,,
8.488,-6.86E-05,-0.068628275,19.16405333,,
8.489,-6.86E-05,-0.068553677,19.19893833,,
8.49,-6.85E-05,-0.068479098,19.23383333,,
8.491,-6.84E-05,-0.068404539,19.26873833,,
8.492,-6.83E-05,-0.068329999,19.30365333,,
8.493,-6.83E-05,-0.068255478,19.33857833,,
8.494,-6.82E-05,-0.068180976,19.37351333,,
8.495,-6.81E-05,-0.068106494,19.40845833,,
8.496,-6.80E-05,-0.068032031,19.44341333,,
8.497,-6.80E-05,-0.067957588,19.47837833,,
8.498,-6.79E-05,-0.067883164,19.51335333,,
8.499,-6.78E-05,-0.06780876,19.54833833,,
8.5,-6.77E-05,-0.067734375,19.58333333,,
8.501,-6.77E-05,-0.06766001,19.61833833,,
8.502,-6.76E-05,-0.067585664,19.65335333,,
8.503,-6.75E-05,-0.067511338,19.68837833,,
8.504,-6.74E-05,-0.067437032,19.72341333,,
8.505,-6.74E-05,-0.067362746,19.75845833,,
8.506,-6.73E-05,-0.067288479,19.79351333,,
8.507,-6.72E-05,-0.067214232,19.82857833,,
8.508,-6.71E-05,-0.067140005,19.86365333,,
8.509,-6.71E-05,-0.067065797,19.89873833,,
8.51,-6.70E-05,-0.06699161,19.93383333,,
8.511,-6.69E-05,-0.066917443,19.96893833,,
8.512,-6.68E-05,-0.066843295,20.00405333,,
8.513,-6.68E-05,-0.066769168,20.03917833,,
8.514,-6.67E-05,-0.06669506,20.07431333,,
8.515,-6.66E-05,-0.066620973,20.10945833,,
8.516,-6.65E-05,-0.066546906,20.14461333,,
8.517,-6.65E-05,-0.066472858,20.17977833,,
8.518,-6.64E-05,-0.066398832,20.21495333,,
8.519,-6.63E-05,-0.066324825,20.25013833,,
8.52,-6.63E-05,-0.066250838,20.28533333,,
8.521,-6.62E-05,-0.066176872,20.32053833,,
8.522,-6.61E-05,-0.066102926,20.35575333,,
8.523,-6.60E-05,-0.066029001,20.39097833,,
8.524,-6.60E-05,-0.065955096,20.42621333,,
8.525,-6.59E-05,-0.065881211,20.46145833,,
8.526,-6.58E-05,-0.065807347,20.49671333,,
8.527,-6.57E-05,-0.065733503,20.53197833,,
8.528,-6.57E-05,-0.06565968,20.56725333,,
8.529,-6.56E-05,-0.065585877,20.60253833,,
8.53,-6.55E-05,-0.065512095,20.63783333,,
8.531,-6.54E-05,-0.065438334,20.67313833,,
8.532,-6.54E-05,-0.065364593,20.70845333,,
8.533,-6.53E-05,-0.065290873,20.74377833,,
8.534,-6.52E-05,-0.065217174,20.77911333,,
8.535,-6.51E-05,-0.065143496,20.81445833,,
8.536,-6.51E-05,-0.065069838,20.84981333,,
8.537,-6.50E-05,-0.064996201,20.88517833,,
8.538,-6.49E-05,-0.064922585,20.92055333,,
8.539,-6.48E-05,-0.06484899,20.95593833,,
8.54,-6.48E-05,-0.064775416,20.99133333,,
8.541,-6.47E-05,-0.064701863,21.02673833,,
8.542,-6.46E-05,-0.064628331,21.06215333,,
8.543,-6.46E-05,-0.06455482,21.09757833,,
8.544,-6.45E-05,-0.06448133,21.13301333,,
8.545,-6.44E-05,-0.064407861,21.16845833,,
8.546,-6.43E-05,-0.064334414,21.20391333,,
8.547,-6.43E-05,-0.064260987,21.23937833,,
8.548,-6.42E-05,-0.064187582,21.27485333,,
8.549,-6.41E-05,-0.064114198,21.31033833,,
8.55,-6.40E-05,-0.064040836,21.34583333,,
8.551,-6.40E-05,-0.063967495,21.38133833,,
8.552,-6.39E-05,-0.063894175,21.41685333,,
8.553,-6.38E-05,-0.063820877,21.45237833,,
8.554,-6.37E-05,-0.0637476,21.48791333,,
8.555,-6.37E-05,-0.063674344,21.52345833,,
8.556,-6.36E-05,-0.06360111,21.55901333,,
8.557,-6.35E-05,-0.063527898,21.59457833,,
8.558,-6.35E-05,-0.063454707,21.63015333,,
8.559,-6.34E-05,-0.063381538,21.66573833,,
8.56,-6.33E-05,-0.06330839,21.70133333,,
8.561,-6.32E-05,-0.063235265,21.73693833,,
8.562,-6.32E-05,-0.063162161,21.77255333,,
8.563,-6.31E-05,-0.063089078,21.80817833,,
8.564,-6.30E-05,-0.063016018,21.84381333,,
8.565,-6.29E-05,-0.062942979,21.87945833,,
8.566,-6.29E-05,-0.062869962,21.91511333,,
8.567,-6.28E-05,-0.062796968,21.95077833,,
8.568,-6.27E-05,-0.062723995,21.98645333,,
8.569,-6.27E-05,-0.062651044,22.02213833,,
8.57,-6.26E-05,-0.062578115,22.05783333,,
8.571,-6.25E-05,-0.062505208,22.09353833,,
8.572,-6.24E-05,-0.062432323,22.12925333,,
8.573,-6.24E-05,-0.062359461,22.16497833,,
8.574,-6.23E-05,-0.06228662,22.20071333,,
8.575,-6.22E-05,-0.062213802,22.23645833,,
8.576,-6.21E-05,-0.062141006,22.27221333,,
8.577,-6.21E-05,-0.062068233,22.30797833,,
8.578,-6.20E-05,-0.061995481,22.34375333,,
8.579,-6.19E-05,-0.061922752,22.37953833,,
8.58,-6.19E-05,-0.061850045,22.41533333,,
8.581,-6.18E-05,-0.061777361,22.45113833,,
8.582,-6.17E-05,-0.061704699,22.48695333,,
8.583,-6.16E-05,-0.06163206,22.52277833,,
8.584,-6.16E-05,-0.061559443,22.55861333,,
8.585,-6.15E-05,-0.061486849,22.59445833,,
8.586,-6.14E-05,-0.061414277,22.63031333,,
8.587,-6.13E-05,-0.061341728,22.66617833,,
8.588,-6.13E-05,-0.061269202,22.70205333,,
8.589,-6.12E-05,-0.061196698,22.73793833,,
8.59,-6.11E-05,-0.061124217,22.77383333,,
8.591,-6.11E-05,-0.061051759,22.80973833,,
8.592,-6.10E-05,-0.060979324,22.84565333,,
8.593,-6.09E-05,-0.060906911,22.88157833,,
8.594,-6.08E-05,-0.060834522,22.91751333,,
8.595,-6.08E-05,-0.060762155,22.95345833,,
8.596,-6.07E-05,-0.060689811,22.98941333,,
8.597,-6.06E-05,-0.060617491,23.02537833,,
8.598,-6.05E-05,-0.060545193,23.06135333,,
8.599,-6.05E-05,-0.060472918,23.09733833,,
8.6,-6.04E-05,-0.060400667,23.13333333,,
8.601,-6.03E-05,-0.060328438,23.16933833,,
8.602,-6.03E-05,-0.060256233,23.20535333,,
8.603,-6.02E-05,-0.060184051,23.24137833,,
8.604,-6.01E-05,-0.060111892,23.27741333,,
8.605,-6.00E-05,-0.060039757,23.31345833,,
8.606,-6.00E-05,-0.059967644,23.34951333,,
8.607,-5.99E-05,-0.059895555,23.38557833,,
8.608,-5.98E-05,-0.05982349,23.42165333,,
8.609,-5.98E-05,-0.059751448,23.45773833,,
8.61,-5.97E-05,-0.059679429,23.49383333,,
8.611,-5.96E-05,-0.059607434,23.52993833,,
8.612,-5.95E-05,-0.059535463,23.56605333,,
8.613,-5.95E-05,-0.059463515,23.60217833,,
8.614,-5.94E-05,-0.05939159,23.63831333,,
8.615,-5.93E-05,-0.059319689,23.67445833,,
8.616,-5.92E-05,-0.059247812,23.71061333,,
8.617,-5.92E-05,-0.059175959,23.74677833,,
8.618,-5.91E-05,-0.059104129,23.78295333,,
8.619,-5.90E-05,-0.059032323,23.81913833,,
8.62,-5.90E-05,-0.058960541,23.85533333,,
8.621,-5.89E-05,-0.058888783,23.89153833,,
8.622,-5.88E-05,-0.058817049,23.92775333,,
8.623,-5.87E-05,-0.058745339,23.96397833,,
8.624,-5.87E-05,-0.058673652,24.00021333,,
8.625,-5.86E-05,-0.05860199,24.03645833,,
8.626,-5.85E-05,-0.058530351,24.07271333,,
8.627,-5.85E-05,-0.058458737,24.10897833,,
8.628,-5.84E-05,-0.058387147,24.14525333,,
8.629,-5.83E-05,-0.058315581,24.18153833,,
8.63,-5.82E-05,-0.058244039,24.21783333,,
8.631,-5.82E-05,-0.058172521,24.25413833,,
8.632,-5.81E-05,-0.058101028,24.29045333,,
8.633,-5.80E-05,-0.058029559,24.32677833,,
8.634,-5.80E-05,-0.057958114,24.36311333,,
8.635,-5.79E-05,-0.057886694,24.39945833,,
8.636,-5.78E-05,-0.057815298,24.43581333,,
8.637,-5.77E-05,-0.057743926,24.47217833,,
8.638,-5.77E-05,-0.057672579,24.50855333,,
8.639,-5.76E-05,-0.057601256,24.54493833,,
8.64,-5.75E-05,-0.057529958,24.58133333,,
8.641,-5.75E-05,-0.057458685,24.61773833,,
8.642,-5.74E-05,-0.057387436,24.65415333,,
8.643,-5.73E-05,-0.057316212,24.69057833,,
8.644,-5.72E-05,-0.057245012,24.72701333,,
8.645,-5.72E-05,-0.057173838,24.76345833,,
8.646,-5.71E-05,-0.057102688,24.79991333,,
8.647,-5.70E-05,-0.057031562,24.83637833,,
8.648,-5.70E-05,-0.056960462,24.87285333,,
8.649,-5.69E-05,-0.056889387,24.90933833,,
8.65,-5.68E-05,-0.056818336,24.94583333,,
8.651,-5.67E-05,-0.05674731,24.98233833,,
8.652,-5.67E-05,-0.05667631,25.01885333,,
8.653,-5.66E-05,-0.056605334,25.05537833,,
8.654,-5.65E-05,-0.056534383,25.09191333,,
8.655,-5.65E-05,-0.056463458,25.12845833,,
8.656,-5.64E-05,-0.056392558,25.16501333,,
8.657,-5.63E-05,-0.056321682,25.20157833,,
8.658,-5.63E-05,-0.056250832,25.23815333,,
8.659,-5.62E-05,-0.056180008,25.27473833,,
8.66,-5.61E-05,-0.056109208,25.31133333,,
8.661,-5.60E-05,-0.056038434,25.34793833,,
8.662,-5.60E-05,-0.055967685,25.38455333,,
8.663,-5.59E-05,-0.055896962,25.42117833,,
8.664,-5.58E-05,-0.055826264,25.45781333,,
8.665,-5.58E-05,-0.055755591,25.49445833,,
8.666,-5.57E-05,-0.055684944,25.53111333,,
8.667,-5.56E-05,-0.055614322,25.56777833,,
8.668,-5.55E-05,-0.055543726,25.60445333,,
8.669,-5.55E-05,-0.055473156,25.64113833,,
8.67,-5.54E-05,-0.055402611,25.67783333,,
8.671,-5.53E-05,-0.055332092,25.71453833,,
8.672,-5.53E-05,-0.055261599,25.75125333,,
8.673,-5.52E-05,-0.055191131,25.78797833,,
8.674,-5.51E-05,-0.05512069,25.82471333,,
8.675,-5.51E-05,-0.055050274,25.86145833,,
8.676,-5.50E-05,-0.054979883,25.89821333,,
8.677,-5.49E-05,-0.054909519,25.93497833,,
8.678,-5.48E-05,-0.054839181,25.97175333,,
8.679,-5.48E-05,-0.054768869,26.00853833,,
8.68,-5.47E-05,-0.054698582,26.04533333,,
8.681,-5.46E-05,-0.054628322,26.08213833,,
8.682,-5.46E-05,-0.054558088,26.11895333,,
8.683,-5.45E-05,-0.05448788,26.15577833,,
8.684,-5.44E-05,-0.054417698,26.19261333,,
8.685,-5.43E-05,-0.054347542,26.22945833,,
8.686,-5.43E-05,-0.054277413,26.26631333,,
8.687,-5.42E-05,-0.05420731,26.30317833,,
8.688,-5.41E-05,-0.054137233,26.34005333,,
8.689,-5.41E-05,-0.054067182,26.37693833,,
8.69,-5.40E-05,-0.053997158,26.41383333,,
8.691,-5.39E-05,-0.05392716,26.45073833,,
8.692,-5.39E-05,-0.053857189,26.48765333,,
8.693,-5.38E-05,-0.053787244,26.52457833,,
8.694,-5.37E-05,-0.053717326,26.56151333,,
8.695,-5.36E-05,-0.053647434,26.59845833,,
8.696,-5.36E-05,-0.053577569,26.63541333,,
8.697,-5.35E-05,-0.05350773,26.67237833,,
8.698,-5.34E-05,-0.053437919,26.70935333,,
8.699,-5.34E-05,-0.053368133,26.74633833,,
8.7,-5.33E-05,-0.053298375,26.78333333,,
8.701,-5.32E-05,-0.053228643,26.82033833,,
8.702,-5.32E-05,-0.053158939,26.85735333,,
8.703,-5.31E-05,-0.053089261,26.89437833,,
8.704,-5.30E-05,-0.05301961,26.93141333,,
8.705,-5.30E-05,-0.052949986,26.96845833,,
8.706,-5.29E-05,-0.052880388,27.00551333,,
8.707,-5.28E-05,-0.052810818,27.04257833,,
8.708,-5.27E-05,-0.052741275,27.07965333,,
8.709,-5.27E-05,-0.052671759,27.11673833,,
8.71,-5.26E-05,-0.05260227,27.15383333,,
8.711,-5.25E-05,-0.052532809,27.19093833,,
8.712,-5.25E-05,-0.052463374,27.22805333,,
8.713,-5.24E-05,-0.052393967,27.26517833,,
8.714,-5.23E-05,-0.052324587,27.30231333,,
8.715,-5.23E-05,-0.052255234,27.33945833,,
8.716,-5.22E-05,-0.052185909,27.37661333,,
8.717,-5.21E-05,-0.052116611,27.41377833,,
8.718,-5.20E-05,-0.05204734,27.45095333,,
8.719,-5.20E-05,-0.051978097,27.48813833,,
8.72,-5.19E-05,-0.051908881,27.52533333,,
8.721,-5.18E-05,-0.051839693,27.56253833,,
8.722,-5.18E-05,-0.051770532,27.59975333,,
8.723,-5.17E-05,-0.051701399,27.63697833,,
8.724,-5.16E-05,-0.051632294,27.67421333,,
8.725,-5.16E-05,-0.051563216,27.71145833,,
8.726,-5.15E-05,-0.051494166,27.74871333,,
8.727,-5.14E-05,-0.051425144,27.78597833,,
8.728,-5.14E-05,-0.05135615,27.82325333,,
8.729,-5.13E-05,-0.051287183,27.86053833,,
8.73,-5.12E-05,-0.051218244,27.89783333,,
8.731,-5.11E-05,-0.051149333,27.93513833,,
8.732,-5.11E-05,-0.051080451,27.97245333,,
8.733,-5.10E-05,-0.051011596,28.00977833,,
8.734,-5.09E-05,-0.050942769,28.04711333,,
8.735,-5.09E-05,-0.05087397,28.08445833,,
8.736,-5.08E-05,-0.050805199,28.12181333,,
8.737,-5.07E-05,-0.050736456,28.15917833,,
8.738,-5.07E-05,-0.050667742,28.19655333,,
8.739,-5.06E-05,-0.050599055,28.23393833,,
8.74,-5.05E-05,-0.050530397,28.27133333,,
8.741,-5.05E-05,-0.050461768,28.30873833,,
8.742,-5.04E-05,-0.050393166,28.34615333,,
8.743,-5.03E-05,-0.050324593,28.38357833,,
8.744,-5.03E-05,-0.050256048,28.42101333,,
8.745,-5.02E-05,-0.050187532,28.45845833,,
8.746,-5.01E-05,-0.050119044,28.49591333,,
8.747,-5.01E-05,-0.050050584,28.53337833,,
8.748,-5.00E-05,-0.049982154,28.57085333,,
8.749,-4.99E-05,-0.049913751,28.60833833,,
8.75,-4.98E-05,-0.049845378,28.64583333,,
8.751,-4.98E-05,-0.049777033,28.68333833,,
8.752,-4.97E-05,-0.049708716,28.72085333,,
8.753,-4.96E-05,-0.049640429,28.75837833,,
8.754,-4.96E-05,-0.04957217,28.79591333,,
8.755,-4.95E-05,-0.04950394,28.83345833,,
8.756,-4.94E-05,-0.049435738,28.87101333,,
8.757,-4.94E-05,-0.049367566,28.90857833,,
8.758,-4.93E-05,-0.049299422,28.94615333,,
8.759,-4.92E-05,-0.049231308,28.98373833,,
8.76,-4.92E-05,-0.049163222,29.02133333,,
8.761,-4.91E-05,-0.049095166,29.05893833,,
8.762,-4.90E-05,-0.049027138,29.09655333,,
8.763,-4.90E-05,-0.04895914,29.13417833,,
8.764,-4.89E-05,-0.048891171,29.17181333,,
8.765,-4.88E-05,-0.048823231,29.20945833,,
8.766,-4.88E-05,-0.04875532,29.24711333,,
8.767,-4.87E-05,-0.048687438,29.28477833,,
8.768,-4.86E-05,-0.048619586,29.32245333,,
8.769,-4.86E-05,-0.048551763,29.36013833,,
8.77,-4.85E-05,-0.048483969,29.39783333,,
8.771,-4.84E-05,-0.048416205,29.43553833,,
8.772,-4.83E-05,-0.04834847,29.47325333,,
8.773,-4.83E-05,-0.048280765,29.51097833,,
8.774,-4.82E-05,-0.048213089,29.54871333,,
8.775,-4.81E-05,-0.048145443,29.58645833,,
8.776,-4.81E-05,-0.048077826,29.62421333,,
8.777,-4.80E-05,-0.048010239,29.66197833,,
8.778,-4.79E-05,-0.047942682,29.69975333,,
8.779,-4.79E-05,-0.047875154,29.73753833,,
8.78,-4.78E-05,-0.047807656,29.77533333,,
8.781,-4.77E-05,-0.047740188,29.81313833,,
8.782,-4.77E-05,-0.04767275,29.85095333,,
8.783,-4.76E-05,-0.047605341,29.88877833,,
8.784,-4.75E-05,-0.047537962,29.92661333,,
8.785,-4.75E-05,-0.047470614,29.96445833,,
8.786,-4.74E-05,-0.047403295,30.00231333,,
8.787,-4.73E-05,-0.047336006,30.04017833,,
8.788,-4.73E-05,-0.047268747,30.07805333,,
8.789,-4.72E-05,-0.047201519,30.11593833,,
8.79,-4.71E-05,-0.04713432,30.15383333,,
8.791,-4.71E-05,-0.047067152,30.19173833,,
8.792,-4.70E-05,-0.047000014,30.22965333,,
8.793,-4.69E-05,-0.046932906,30.26757833,,
8.794,-4.69E-05,-0.046865828,30.30551333,,
8.795,-4.68E-05,-0.046798781,30.34345833,,
8.796,-4.67E-05,-0.046731764,30.38141333,,
8.797,-4.67E-05,-0.046664777,30.41937833,,
8.798,-4.66E-05,-0.046597821,30.45735333,,
8.799,-4.65E-05,-0.046530895,30.49533833,,
8.8,-0.000046464,-0.046464,30.53333333,,
8.801,-4.64E-05,-0.046397135,30.57133833,,
8.802,-4.63E-05,-0.046330301,30.60935333,,
8.803,-4.63E-05,-0.046263498,30.64737833,,
8.804,-4.62E-05,-0.046196725,30.68541333,,
8.805,-4.61E-05,-0.046129982,30.72345833,,
8.806,-4.61E-05,-0.046063271,30.76151333,,
8.807,-4.60E-05,-0.04599659,30.79957833,,
8.808,-4.59E-05,-0.04592994,30.83765333,,
8.809,-4.59E-05,-0.045863321,30.87573833,,
8.81,-4.58E-05,-0.045796733,30.91383333,,
8.811,-4.57E-05,-0.045730176,30.95193833,,
8.812,-4.57E-05,-0.045663649,30.99005333,,
8.813,-4.56E-05,-0.045597154,31.02817833,,
8.814,-4.55E-05,-0.04553069,31.06631333,,
8.815,-4.55E-05,-0.045464256,31.10445833,,
8.816,-4.54E-05,-0.045397854,31.14261333,,
8.817,-4.53E-05,-0.045331483,31.18077833,,
8.818,-4.53E-05,-0.045265143,31.21895333,,
8.819,-4.52E-05,-0.045198835,31.25713833,,
8.82,-4.51E-05,-0.045132557,31.29533333,,
8.821,-4.51E-05,-0.045066311,31.33353833,,
8.822,-4.50E-05,-0.045000097,31.37175333,,
8.823,-4.49E-05,-0.044933913,31.40997833,,
8.824,-4.49E-05,-0.044867761,31.44821333,,
8.825,-4.48E-05,-0.044801641,31.48645833,,
8.826,-4.47E-05,-0.044735552,31.52471333,,
8.827,-4.47E-05,-0.044669494,31.56297833,,
8.828,-4.46E-05,-0.044603468,31.60125333,,
8.829,-4.45E-05,-0.044537474,31.63953833,,
8.83,-4.45E-05,-0.044471511,31.67783333,,
8.831,-4.44E-05,-0.04440558,31.71613833,,
8.832,-4.43E-05,-0.044339681,31.75445333,,
8.833,-4.43E-05,-0.044273813,31.79277833,,
8.834,-4.42E-05,-0.044207978,31.83111333,,
8.835,-4.41E-05,-0.044142174,31.86945833,,
8.836,-4.41E-05,-0.044076402,31.90781333,,
8.837,-4.40E-05,-0.044010662,31.94617833,,
8.838,-4.39E-05,-0.043944953,31.98455333,,
8.839,-4.39E-05,-0.043879277,32.02293833,,
8.84,-4.38E-05,-0.043813633,32.06133333,,
8.841,-4.37E-05,-0.043748021,32.09973833,,
8.842,-4.37E-05,-0.043682441,32.13815333,,
8.843,-4.36E-05,-0.043616893,32.17657833,,
8.844,-4.36E-05,-0.043551377,32.21501333,,
8.845,-4.35E-05,-0.043485894,32.25345833,,
8.846,-4.34E-05,-0.043420443,32.29191333,,
8.847,-4.34E-05,-0.043355024,32.33037833,,
8.848,-4.33E-05,-0.043289637,32.36885333,,
8.849,-4.32E-05,-0.043224283,32.40733833,,
8.85,-4.32E-05,-0.043158961,32.44583333,,
8.851,-4.31E-05,-0.043093672,32.48433833,,
8.852,-4.30E-05,-0.043028415,32.52285333,,
8.853,-4.30E-05,-0.04296319,32.56137833,,
8.854,-4.29E-05,-0.042897998,32.59991333,,
8.855,-4.28E-05,-0.042832839,32.63845833,,
8.856,-4.28E-05,-0.042767713,32.67701333,,
8.857,-4.27E-05,-0.042702619,32.71557833,,
8.858,-4.26E-05,-0.042637557,32.75415333,,
8.859,-4.26E-05,-0.042572529,32.79273833,,
8.86,-4.25E-05,-0.042507533,32.83133333,,
8.861,-4.24E-05,-0.042442571,32.86993833,,
8.862,-4.24E-05,-0.042377641,32.90855333,,
8.863,-4.23E-05,-0.042312744,32.94717833,,
8.864,-4.22E-05,-0.04224788,32.98581333,,
8.865,-4.22E-05,-0.042183048,33.02445833,,
8.866,-4.21E-05,-0.04211825,33.06311333,,
8.867,-4.21E-05,-0.042053485,33.10177833,,
8.868,-4.20E-05,-0.041988753,33.14045333,,
8.869,-4.19E-05,-0.041924055,33.17913833,,
8.87,-4.19E-05,-0.041859389,33.21783333,,
8.871,-4.18E-05,-0.041794757,33.25653833,,
8.872,-4.17E-05,-0.041730158,33.29525333,,
8.873,-4.17E-05,-0.041665592,33.33397833,,
8.874,-4.16E-05,-0.041601059,33.37271333,,
8.875,-4.15E-05,-0.04153656,33.41145833,,
8.876,-4.15E-05,-0.041472094,33.45021333,,
8.877,-4.14E-05,-0.041407662,33.48897833,,
8.878,-4.13E-05,-0.041343263,33.52775333,,
8.879,-4.13E-05,-0.041278898,33.56653833,,
8.88,-4.12E-05,-0.041214566,33.60533333,,
8.881,-4.12E-05,-0.041150268,33.64413833,,
8.882,-4.11E-05,-0.041086004,33.68295333,,
8.883,-4.10E-05,-0.041021773,33.72177833,,
8.884,-4.10E-05,-0.040957576,33.76061333,,
8.885,-4.09E-05,-0.040893413,33.79945833,,
8.886,-4.08E-05,-0.040829283,33.83831333,,
8.887,-4.08E-05,-0.040765188,33.87717833,,
8.888,-4.07E-05,-0.040701126,33.91605333,,
8.889,-4.06E-05,-0.040637098,33.95493833,,
8.89,-4.06E-05,-0.040573104,33.99383333,,
8.891,-4.05E-05,-0.040509144,34.03273833,,
8.892,-4.04E-05,-0.040445219,34.07165333,,
8.893,-4.04E-05,-0.040381327,34.11057833,,
8.894,-4.03E-05,-0.040317469,34.14951333,,
8.895,-4.03E-05,-0.040253646,34.18845833,,
8.896,-4.02E-05,-0.040189856,34.22741333,,
8.897,-4.01E-05,-0.040126101,34.26637833,,
8.898,-4.01E-05,-0.04006238,34.30535333,,
8.899,-4.00E-05,-0.039998694,34.34433833,,
8.9,-3.99E-05,-0.039935042,34.38333333,,
8.901,-3.99E-05,-0.039871424,34.42233833,,
8.902,-3.98E-05,-0.03980784,34.46135333,,
8.903,-3.97E-05,-0.039744292,34.50037833,,
8.904,-3.97E-05,-0.039680777,34.53941333,,
8.905,-3.96E-05,-0.039617297,34.57845833,,
8.906,-3.96E-05,-0.039553852,34.61751333,,
8.907,-3.95E-05,-0.039490441,34.65657833,,
8.908,-3.94E-05,-0.039427065,34.69565333,,
8.909,-3.94E-05,-0.039363724,34.73473833,,
8.91,-3.93E-05,-0.039300417,34.77383333,,
8.911,-3.92E-05,-0.039237146,34.81293833,,
8.912,-3.92E-05,-0.039173909,34.85205333,,
8.913,-3.91E-05,-0.039110706,34.89117833,,
8.914,-3.90E-05,-0.039047539,34.93031333,,
8.915,-3.90E-05,-0.038984407,34.96945833,,
8.916,-3.89E-05,-0.038921309,35.00861333,,
8.917,-3.89E-05,-0.038858247,35.04777833,,
8.918,-3.88E-05,-0.03879522,35.08695333,,
8.919,-3.87E-05,-0.038732227,35.12613833,,
8.92,-3.87E-05,-0.03866927,35.16533333,,
8.921,-3.86E-05,-0.038606348,35.20453833,,
8.922,-3.85E-05,-0.038543462,35.24375333,,
8.923,-3.85E-05,-0.03848061,35.28297833,,
8.924,-3.84E-05,-0.038417794,35.32221333,,
8.925,-3.84E-05,-0.038355013,35.36145833,,
8.926,-3.83E-05,-0.038292268,35.40071333,,
8.927,-3.82E-05,-0.038229558,35.43997833,,
8.928,-3.82E-05,-0.038166883,35.47925333,,
8.929,-3.81E-05,-0.038104244,35.51853833,,
8.93,-3.80E-05,-0.03804164,35.55783333,,
8.931,-3.80E-05,-0.037979072,35.59713833,,
8.932,-3.79E-05,-0.037916539,35.63645333,,
8.933,-3.79E-05,-0.037854042,35.67577833,,
8.934,-3.78E-05,-0.037791581,35.71511333,,
8.935,-3.77E-05,-0.037729156,35.75445833,,
8.936,-3.77E-05,-0.037666766,35.79381333,,
8.937,-3.76E-05,-0.037604412,35.83317833,,
8.938,-3.75E-05,-0.037542094,35.87255333,,
8.939,-3.75E-05,-0.037479812,35.91193833,,
8.94,-3.74E-05,-0.037417565,35.95133333,,
8.941,-3.74E-05,-0.037355355,35.99073833,,
8.942,-3.73E-05,-0.037293181,36.03015333,,
8.943,-3.72E-05,-0.037231042,36.06957833,,
8.944,-3.72E-05,-0.03716894,36.10901333,,
8.945,-3.71E-05,-0.037106874,36.14845833,,
8.946,-3.70E-05,-0.037044844,36.18791333,,
8.947,-3.70E-05,-0.03698285,36.22737833,,
8.948,-3.69E-05,-0.036920892,36.26685333,,
8.949,-3.69E-05,-0.036858971,36.30633833,,
8.95,-3.68E-05,-0.036797086,36.34583333,,
8.951,-3.67E-05,-0.036735237,36.38533833,,
8.952,-3.67E-05,-0.036673425,36.42485333,,
8.953,-3.66E-05,-0.036611649,36.46437833,,
8.954,-3.65E-05,-0.03654991,36.50391333,,
8.955,-3.65E-05,-0.036488207,36.54345833,,
8.956,-3.64E-05,-0.03642654,36.58301333,,
8.957,-3.64E-05,-0.036364911,36.62257833,,
8.958,-3.63E-05,-0.036303317,36.66215333,,
8.959,-3.62E-05,-0.036241761,36.70173833,,
8.96,-3.62E-05,-0.036180241,36.74133333,,
8.961,-3.61E-05,-0.036118758,36.78093833,,
8.962,-3.61E-05,-0.036057312,36.82055333,,
8.963,-3.60E-05,-0.035995902,36.86017833,,
8.964,-3.59E-05,-0.03593453,36.89981333,,
