x,u_m,u_mm,M,,
4.283,-0.000249817,-0.249816599,-39.09622167,,
4.284,-0.000249846,-0.24984584,-39.10338667,,
4.285,-0.000249875,-0.249875042,-39.11054167,,
4.286,-0.000249904,-0.249904205,-39.11768667,,
4.287,-0.000249933,-0.249933329,-39.12482167,,
4.288,-0.000249962,-0.249962413,-39.13194667,,
4.289,-0.000249991,-0.249991459,-39.13906167,,
4.29,-0.00025002,-0.250020465,-39.14616667,,
4.291,-0.000250049,-0.250049433,-39.15326167,,
4.292,-0.000250078,-0.250078361,-39.16034667,,
4.293,-0.000250107,-0.25010725,-39.16742167,,
4.294,-0.000250136,-0.250136099,-39.17448667,,
4.295,-0.000250165,-0.25016491,-39.18154167,,
4.296,-0.000250194,-0.250193681,-39.18858667,,
4.297,-0.000250222,-0.250222414,-39.19562167,,
4.298,-0.000250251,-0.250251107,-39.20264667,,
4.299,-0.00025028,-0.25027976,-39.20966167,,
4.3,-0.000250308,-0.250308375,-39.21666667,,
4.301,-0.000250337,-0.25033695,-39.22366167,,
4.302,-0.000250365,-0.250365487,-39.23064667,,
4.303,-0.000250394,-0.250393983,-39.23762167,,
4.304,-0.000250422,-0.250422441,-39.24458667,,
4.305,-0.000250451,-0.25045086,-39.25154167,,
4.306,-0.000250479,-0.250479239,-39.25848667,,
4.307,-0.000250508,-0.250507579,-39.26542167,,
4.308,-0.000250536,-0.250535879,-39.27234667,,
4.309,-0.000250564,-0.250564141,-39.27926167,,
4.31,-0.000250592,-0.250592363,-39.28616667,,
4.311,-0.000250621,-0.250620546,-39.29306167,,
4.312,-0.000250649,-0.250648689,-39.29994667,,
4.313,-0.000250677,-0.250676794,-39.30682167,,
4.314,-0.000250705,-0.250704859,-39.31368667,,
4.315,-0.000250733,-0.250732884,-39.32054167,,
4.316,-0.000250761,-0.250760871,-39.32738667,,
4.317,-0.000250789,-0.250788817,-39.33422167,,
4.318,-0.000250817,-0.250816725,-39.34104667,,
4.319,-0.000250845,-0.250844593,-39.34786167,,
4.32,-0.000250872,-0.250872422,-39.35466667,,
4.321,-0.0002509,-0.250900212,-39.36146167,,
4.322,-0.000250928,-0.250927962,-39.36824667,,
4.323,-0.000250956,-0.250955673,-39.37502167,,
4.324,-0.000250983,-0.250983345,-39.38178667,,
4.325,-0.000251011,-0.251010977,-39.38854167,,
4.326,-0.000251039,-0.251038569,-39.39528667,,
4.327,-0.000251066,-0.251066123,-39.40202167,,
4.328,-0.000251094,-0.251093637,-39.40874667,,
4.329,-0.000251121,-0.251121111,-39.41546167,,
4.33,-0.000251149,-0.251148546,-39.42216667,,
4.331,-0.000251176,-0.251175942,-39.42886167,,
4.332,-0.000251203,-0.251203298,-39.43554667,,
4.333,-0.000251231,-0.251230615,-39.44222167,,
4.334,-0.000251258,-0.251257892,-39.44888667,,
4.335,-0.000251285,-0.25128513,-39.45554167,,
4.336,-0.000251312,-0.251312329,-39.46218667,,
4.337,-0.000251339,-0.251339488,-39.46882167,,
4.338,-0.000251367,-0.251366607,-39.47544667,,
4.339,-0.000251394,-0.251393687,-39.48206167,,
4.34,-0.000251421,-0.251420728,-39.48866667,,
4.341,-0.000251448,-0.251447729,-39.49526167,,
4.342,-0.000251475,-0.251474691,-39.50184667,,
4.343,-0.000251502,-0.251501613,-39.50842167,,
4.344,-0.000251528,-0.251528495,-39.51498667,,
4.345,-0.000251555,-0.251555339,-39.52154167,,
4.346,-0.000251582,-0.251582142,-39.52808667,,
4.347,-0.000251609,-0.251608906,-39.53462167,,
4.348,-0.000251636,-0.251635631,-39.54114667,,
4.349,-0.000251662,-0.251662316,-39.54766167,,
4.35,-0.000251689,-0.251688961,-39.55416667,,
4.351,-0.000251716,-0.251715567,-39.56066167,,
4.352,-0.000251742,-0.251742133,-39.56714667,,
4.353,-0.000251769,-0.25176866,-39.57362167,,
4.354,-0.000251795,-0.251795147,-39.58008667,,
4.355,-0.000251822,-0.251821595,-39.58654167,,
4.356,-0.000251848,-0.251848002,-39.59298667,,
4.357,-0.000251874,-0.251874371,-39.59942167,,
4.358,-0.000251901,-0.2519007,-39.60584667,,
4.359,-0.000251927,-0.251926989,-39.61226167,,
4.36,-0.000251953,-0.251953238,-39.61866667,,
4.361,-0.000251979,-0.251979448,-39.62506167,,
4.362,-0.000252006,-0.252005619,-39.63144667,,
4.363,-0.000252032,-0.252031749,-39.63782167,,
4.364,-0.000252058,-0.25205784,-39.64418667,,
4.365,-0.000252084,-0.252083892,-39.65054167,,
4.366,-0.00025211,-0.252109904,-39.65688667,,
4.367,-0.000252136,-0.252135876,-39.66322167,,
4.368,-0.000252162,-0.252161808,-39.66954667,,
4.369,-0.000252188,-0.252187701,-39.67586167,,
4.37,-0.000252214,-0.252213554,-39.68216667,,
4.371,-0.000252239,-0.252239367,-39.68846167,,
4.372,-0.000252265,-0.252265141,-39.69474667,,
4.373,-0.000252291,-0.252290875,-39.70102167,,
4.374,-0.000252317,-0.252316569,-39.70728667,,
4.375,-0.000252342,-0.252342224,-39.71354167,,
4.376,-0.000252368,-0.252367839,-39.71978667,,
4.377,-0.000252393,-0.252393414,-39.72602167,,
4.378,-0.000252419,-0.25241895,-39.73224667,,
4.379,-0.000252444,-0.252444445,-39.73846167,,
4.38,-0.00025247,-0.252469901,-39.74466667,,
4.381,-0.000252495,-0.252495318,-39.75086167,,
4.382,-0.000252521,-0.252520694,-39.75704667,,
4.383,-0.000252546,-0.252546031,-39.76322167,,
4.384,-0.000252571,-0.252571328,-39.76938667,,
4.385,-0.000252597,-0.252596585,-39.77554167,,
4.386,-0.000252622,-0.252621802,-39.78168667,,
4.387,-0.000252647,-0.25264698,-39.78782167,,
4.388,-0.000252672,-0.252672118,-39.79394667,,
4.389,-0.000252697,-0.252697216,-39.80006167,,
4.39,-0.000252722,-0.252722274,-39.80616667,,
4.391,-0.000252747,-0.252747293,-39.81226167,,
4.392,-0.000252772,-0.252772271,-39.81834667,,
4.393,-0.000252797,-0.25279721,-39.82442167,,
4.394,-0.000252822,-0.252822109,-39.83048667,,
4.395,-0.000252847,-0.252846968,-39.83654167,,
4.396,-0.000252872,-0.252871788,-39.84258667,,
4.397,-0.000252897,-0.252896567,-39.84862167,,
4.398,-0.000252921,-0.252921307,-39.85464667,,
4.399,-0.000252946,-0.252946007,-39.86066167,,
4.4,-0.000252971,-0.252970667,-39.86666667,,
4.401,-0.000252995,-0.252995287,-39.87266167,,
4.402,-0.00025302,-0.253019867,-39.87864667,,
4.403,-0.000253044,-0.253044407,-39.88462167,,
4.404,-0.000253069,-0.253068908,-39.89058667,,
4.405,-0.000253093,-0.253093368,-39.89654167,,
4.406,-0.000253118,-0.253117789,-39.90248667,,
4.407,-0.000253142,-0.25314217,-39.90842167,,
4.408,-0.000253167,-0.25316651,-39.91434667,,
4.409,-0.000253191,-0.253190811,-39.92026167,,
4.41,-0.000253215,-0.253215072,-39.92616667,,
4.411,-0.000253239,-0.253239293,-39.93206167,,
4.412,-0.000253263,-0.253263475,-39.93794667,,
4.413,-0.000253288,-0.253287616,-39.94382167,,
4.414,-0.000253312,-0.253311717,-39.94968667,,
4.415,-0.000253336,-0.253335778,-39.95554167,,
4.416,-0.00025336,-0.2533598,-39.96138667,,
4.417,-0.000253384,-0.253383781,-39.96722167,,
4.418,-0.000253408,-0.253407722,-39.97304667,,
4.419,-0.000253432,-0.253431624,-39.97886167,,
4.42,-0.000253455,-0.253455485,-39.98466667,,
4.421,-0.000253479,-0.253479307,-39.99046167,,
4.422,-0.000253503,-0.253503088,-39.99624667,,
4.423,-0.000253527,-0.25352683,-40.00202167,,
4.424,-0.000253551,-0.253550531,-40.00778667,,
4.425,-0.000253574,-0.253574193,-40.01354167,,
4.426,-0.000253598,-0.253597814,-40.01928667,,
4.427,-0.000253621,-0.253621396,-40.02502167,,
4.428,-0.000253645,-0.253644937,-40.03074667,,
4.429,-0.000253668,-0.253668439,-40.03646167,,
4.43,-0.000253692,-0.2536919,-40.04216667,,
4.431,-0.000253715,-0.253715321,-40.04786167,,
4.432,-0.000253739,-0.253738703,-40.05354667,,
4.433,-0.000253762,-0.253762044,-40.05922167,,
4.434,-0.000253785,-0.253785345,-40.06488667,,
4.435,-0.000253809,-0.253808606,-40.07054167,,
4.436,-0.000253832,-0.253831827,-40.07618667,,
4.437,-0.000253855,-0.253855008,-40.08182167,,
4.438,-0.000253878,-0.253878149,-40.08744667,,
4.439,-0.000253901,-0.25390125,-40.09306167,,
4.44,-0.000253924,-0.25392431,-40.09866667,,
4.441,-0.000253947,-0.253947331,-40.10426167,,
4.442,-0.00025397,-0.253970311,-40.10984667,,
4.443,-0.000253993,-0.253993252,-40.11542167,,
4.444,-0.000254016,-0.254016152,-40.12098667,,
4.445,-0.000254039,-0.254039012,-40.12654167,,
4.446,-0.000254062,-0.254061832,-40.13208667,,
4.447,-0.000254085,-0.254084612,-40.13762167,,
4.448,-0.000254107,-0.254107352,-40.14314667,,
4.449,-0.00025413,-0.254130051,-40.14866167,,
4.45,-0.000254153,-0.254152711,-40.15416667,,
4.451,-0.000254175,-0.25417533,-40.15966167,,
4.452,-0.000254198,-0.254197909,-40.16514667,,
4.453,-0.00025422,-0.254220448,-40.17062167,,
4.454,-0.000254243,-0.254242947,-40.17608667,,
4.455,-0.000254265,-0.254265406,-40.18154167,,
4.456,-0.000254288,-0.254287824,-40.18698667,,
4.457,-0.00025431,-0.254310202,-40.19242167,,
4.458,-0.000254333,-0.254332541,-40.19784667,,
4.459,-0.000254355,-0.254354838,-40.20326167,,
4.46,-0.000254377,-0.254377096,-40.20866667,,
4.461,-0.000254399,-0.254399314,-40.21406167,,
4.462,-0.000254421,-0.254421491,-40.21944667,,
4.463,-0.000254444,-0.254443628,-40.22482167,,
4.464,-0.000254466,-0.254465725,-40.23018667,,
4.465,-0.000254488,-0.254487781,-40.23554167,,
4.466,-0.00025451,-0.254509797,-40.24088667,,
4.467,-0.000254532,-0.254531774,-40.24622167,,
4.468,-0.000254554,-0.254553709,-40.25154667,,
4.469,-0.000254576,-0.254575605,-40.25686167,,
4.47,-0.000254597,-0.25459746,-40.26216667,,
4.471,-0.000254619,-0.254619275,-40.26746167,,
4.472,-0.000254641,-0.25464105,-40.27274667,,
4.473,-0.000254663,-0.254662785,-40.27802167,,
4.474,-0.000254684,-0.254684479,-40.28328667,,
4.475,-0.000254706,-0.254706133,-40.28854167,,
4.476,-0.000254728,-0.254727747,-40.29378667,,
4.477,-0.000254749,-0.25474932,-40.29902167,,
4.478,-0.000254771,-0.254770853,-40.30424667,,
4.479,-0.000254792,-0.254792346,-40.30946167,,
4.48,-0.000254814,-0.254813798,-40.31466667,,
4.481,-0.000254835,-0.254835211,-40.31986167,,
4.482,-0.000254857,-0.254856582,-40.32504667,,
4.483,-0.000254878,-0.254877914,-40.33022167,,
4.484,-0.000254899,-0.254899205,-40.33538667,,
4.485,-0.00025492,-0.254920456,-40.34054167,,
4.486,-0.000254942,-0.254941666,-40.34568667,,
4.487,-0.000254963,-0.254962837,-40.35082167,,
4.488,-0.000254984,-0.254983966,-40.35594667,,
4.489,-0.000255005,-0.255005056,-40.36106167,,
4.49,-0.000255026,-0.255026105,-40.36616667,,
4.491,-0.000255047,-0.255047114,-40.37126167,,
4.492,-0.000255068,-0.255068082,-40.37634667,,
4.493,-0.000255089,-0.25508901,-40.38142167,,
4.494,-0.00025511,-0.255109898,-40.38648667,,
4.495,-0.000255131,-0.255130745,-40.39154167,,
4.496,-0.000255152,-0.255151552,-40.39658667,,
4.497,-0.000255172,-0.255172318,-40.40162167,,
4.498,-0.000255193,-0.255193044,-40.40664667,,
4.499,-0.000255214,-0.25521373,-40.41166167,,
4.5,-0.000255234,-0.255234375,-40.41666667,,
4.501,-0.000255255,-0.25525498,-40.42166167,,
4.502,-0.000255276,-0.255275544,-40.42664667,,
4.503,-0.000255296,-0.255296068,-40.43162167,,
4.504,-0.000255317,-0.255316552,-40.43658667,,
4.505,-0.000255337,-0.255336995,-40.44154167,,
4.506,-0.000255357,-0.255357397,-40.44648667,,
4.507,-0.000255378,-0.25537776,-40.45142167,,
4.508,-0.000255398,-0.255398081,-40.45634667,,
4.509,-0.000255418,-0.255418363,-40.46126167,,
4.51,-0.000255439,-0.255438603,-40.46616667,,
4.511,-0.000255459,-0.255458804,-40.47106167,,
4.512,-0.000255479,-0.255478964,-40.47594667,,
4.513,-0.000255499,-0.255499083,-40.48082167,,
4.514,-0.000255519,-0.255519162,-40.48568667,,
4.515,-0.000255539,-0.2555392,-40.49054167,,
4.516,-0.000255559,-0.255559198,-40.49538667,,
4.517,-0.000255579,-0.255579156,-40.50022167,,
4.518,-0.000255599,-0.255599073,-40.50504667,,
4.519,-0.000255619,-0.255618949,-40.50986167,,
4.52,-0.000255639,-0.255638785,-40.51466667,,
4.521,-0.000255659,-0.25565858,-40.51946167,,
4.522,-0.000255678,-0.255678335,-40.52424667,,
4.523,-0.000255698,-0.25569805,-40.52902167,,
4.524,-0.000255718,-0.255717724,-40.53378667,,
4.525,-0.000255737,-0.255737357,-40.53854167,,
4.526,-0.000255757,-0.25575695,-40.54328667,,
4.527,-0.000255777,-0.255776502,-40.54802167,,
4.528,-0.000255796,-0.255796014,-40.55274667,,
4.529,-0.000255815,-0.255815485,-40.55746167,,
4.53,-0.000255835,-0.255834915,-40.56216667,,
4.531,-0.000255854,-0.255854305,-40.56686167,,
4.532,-0.000255874,-0.255873655,-40.57154667,,
4.533,-0.000255893,-0.255892964,-40.57622167,,
4.534,-0.000255912,-0.255912232,-40.58088667,,
4.535,-0.000255931,-0.25593146,-40.58554167,,
4.536,-0.000255951,-0.255950647,-40.59018667,,
4.537,-0.00025597,-0.255969793,-40.59482167,,
4.538,-0.000255989,-0.255988899,-40.59944667,,
4.539,-0.000256008,-0.256007965,-40.60406167,,
4.54,-0.000256027,-0.256026989,-40.60866667,,
4.541,-0.000256046,-0.256045974,-40.61326167,,
4.542,-0.000256065,-0.256064917,-40.61784667,,
4.543,-0.000256084,-0.25608382,-40.62242167,,
4.544,-0.000256103,-0.256102682,-40.62698667,,
4.545,-0.000256122,-0.256121504,-40.63154167,,
4.546,-0.00025614,-0.256140285,-40.63608667,,
4.547,-0.000256159,-0.256159025,-40.64062167,,
4.548,-0.000256178,-0.256177725,-40.64514667,,
4.549,-0.000256196,-0.256196384,-40.64966167,,
4.55,-0.000256215,-0.256215003,-40.65416667,,
4.551,-0.000256234,-0.25623358,-40.65866167,,
4.552,-0.000256252,-0.256252118,-40.66314667,,
4.553,-0.000256271,-0.256270614,-40.66762167,,
4.554,-0.000256289,-0.25628907,-40.67208667,,
4.555,-0.000256307,-0.256307485,-40.67654167,,
4.556,-0.000256326,-0.256325859,-40.68098667,,
4.557,-0.000256344,-0.256344193,-40.68542167,,
4.558,-0.000256362,-0.256362486,-40.68984667,,
4.559,-0.000256381,-0.256380739,-40.69426167,,
4.56,-0.000256399,-0.25639895,-40.69866667,,
4.561,-0.000256417,-0.256417121,-40.70306167,,
4.562,-0.000256435,-0.256435252,-40.70744667,,
4.563,-0.000256453,-0.256453341,-40.71182167,,
4.564,-0.000256471,-0.25647139,-40.71618667,,
4.565,-0.000256489,-0.256489398,-40.72054167,,
4.566,-0.000256507,-0.256507366,-40.72488667,,
4.567,-0.000256525,-0.256525293,-40.72922167,,
4.568,-0.000256543,-0.256543179,-40.73354667,,
4.569,-0.000256561,-0.256561024,-40.73786167,,
4.57,-0.000256579,-0.256578828,-40.74216667,,
4.571,-0.000256597,-0.256596592,-40.74646167,,
4.572,-0.000256614,-0.256614315,-40.75074667,,
4.573,-0.000256632,-0.256631997,-40.75502167,,
4.574,-0.00025665,-0.256649639,-40.75928667,,
4.575,-0.000256667,-0.25666724,-40.76354167,,
4.576,-0.000256685,-0.2566848,-40.76778667,,
4.577,-0.000256702,-0.256702319,-40.77202167,,
4.578,-0.00025672,-0.256719797,-40.77624667,,
4.579,-0.000256737,-0.256737235,-40.78046167,,
4.58,-0.000256755,-0.256754632,-40.78466667,,
4.581,-0.000256772,-0.256771988,-40.78886167,,
4.582,-0.000256789,-0.256789304,-40.79304667,,
4.583,-0.000256807,-0.256806578,-40.79722167,,
4.584,-0.000256824,-0.256823812,-40.80138667,,
4.585,-0.000256841,-0.256841005,-40.80554167,,
4.586,-0.000256858,-0.256858157,-40.80968667,,
4.587,-0.000256875,-0.256875268,-40.81382167,,
4.588,-0.000256892,-0.256892339,-40.81794667,,
4.589,-0.000256909,-0.256909368,-40.82206167,,
4.59,-0.000256926,-0.256926357,-40.82616667,,
4.591,-0.000256943,-0.256943305,-40.83026167,,
4.592,-0.00025696,-0.256960213,-40.83434667,,
4.593,-0.000256977,-0.256977079,-40.83842167,,
4.594,-0.000256994,-0.256993905,-40.84248667,,
4.595,-0.000257011,-0.257010689,-40.84654167,,
4.596,-0.000257027,-0.257027433,-40.85058667,,
4.597,-0.000257044,-0.257044136,-40.85462167,,
4.598,-0.000257061,-0.257060798,-40.85864667,,
4.599,-0.000257077,-0.25707742,-40.86266167,,
4.6,-0.000257094,-0.257094,-40.86666667,,
4.601,-0.000257111,-0.25711054,-40.87066167,,
4.602,-0.000257127,-0.257127038,-40.87464667,,
4.603,-0.000257143,-0.257143496,-40.87862167,,
4.604,-0.00025716,-0.257159913,-40.88258667,,
4.605,-0.000257176,-0.257176289,-40.88654167,,
4.606,-0.000257193,-0.257192624,-40.89048667,,
4.607,-0.000257209,-0.257208919,-40.89442167,,
4.608,-0.000257225,-0.257225172,-40.89834667,,
4.609,-0.000257241,-0.257241384,-40.90226167,,
4.61,-0.000257258,-0.257257556,-40.90616667,,
4.611,-0.000257274,-0.257273687,-40.91006167,,
4.612,-0.00025729,-0.257289776,-40.91394667,,
4.613,-0.000257306,-0.257305825,-40.91782167,,
4.614,-0.000257322,-0.257321833,-40.92168667,,
4.615,-0.000257338,-0.2573378,-40.92554167,,
4.616,-0.000257354,-0.257353726,-40.92938667,,
4.617,-0.00025737,-0.257369612,-40.93322167,,
4.618,-0.000257385,-0.257385456,-40.93704667,,
4.619,-0.000257401,-0.257401259,-40.94086167,,
4.62,-0.000257417,-0.257417021,-40.94466667,,
4.621,-0.000257433,-0.257432743,-40.94846167,,
4.622,-0.000257448,-0.257448423,-40.95224667,,
4.623,-0.000257464,-0.257464063,-40.95602167,,
4.624,-0.00025748,-0.257479661,-40.95978667,,
4.625,-0.000257495,-0.257495219,-40.96354167,,
4.626,-0.000257511,-0.257510736,-40.96728667,,
4.627,-0.000257526,-0.257526211,-40.97102167,,
4.628,-0.000257542,-0.257541646,-40.97474667,,
4.629,-0.000257557,-0.25755704,-40.97846167,,
4.63,-0.000257572,-0.257572392,-40.98216667,,
4.631,-0.000257588,-0.257587704,-40.98586167,,
4.632,-0.000257603,-0.257602975,-40.98954667,,
4.633,-0.000257618,-0.257618205,-40.99322167,,
4.634,-0.000257633,-0.257633393,-40.99688667,,
4.635,-0.000257649,-0.257648541,-41.00054167,,
4.636,-0.000257664,-0.257663648,-41.00418667,,
4.637,-0.000257679,-0.257678714,-41.00782167,,
4.638,-0.000257694,-0.257693739,-41.01144667,,
4.639,-0.000257709,-0.257708722,-41.01506167,,
4.64,-0.000257724,-0.257723665,-41.01866667,,
4.641,-0.000257739,-0.257738567,-41.02226167,,
4.642,-0.000257753,-0.257753428,-41.02584667,,
4.643,-0.000257768,-0.257768247,-41.02942167,,
4.644,-0.000257783,-0.257783026,-41.03298667,,
4.645,-0.000257798,-0.257797763,-41.03654167,,
4.646,-0.000257812,-0.25781246,-41.04008667,,
4.647,-0.000257827,-0.257827116,-41.04362167,,
4.648,-0.000257842,-0.25784173,-41.04714667,,
4.649,-0.000257856,-0.257856304,-41.05066167,,
4.65,-0.000257871,-0.257870836,-41.05416667,,
4.651,-0.000257885,-0.257885327,-41.05766167,,
4.652,-0.0002579,-0.257899778,-41.06114667,,
4.653,-0.000257914,-0.257914187,-41.06462167,,
4.654,-0.000257929,-0.257928555,-41.06808667,,
4.655,-0.000257943,-0.257942882,-41.07154167,,
4.656,-0.000257957,-0.257957168,-41.07498667,,
4.657,-0.000257971,-0.257971413,-41.07842167,,
4.658,-0.000257986,-0.257985617,-41.08184667,,
4.659,-0.000258,-0.25799978,-41.08526167,,
4.66,-0.000258014,-0.258013901,-41.08866667,,
4.661,-0.000258028,-0.258027982,-41.09206167,,
4.662,-0.000258042,-0.258042022,-41.09544667,,
4.663,-0.000258056,-0.25805602,-41.09882167,,
4.664,-0.00025807,-0.258069977,-41.10218667,,
4.665,-0.000258084,-0.258083894,-41.10554167,,
4.666,-0.000258098,-0.258097769,-41.10888667,,
4.667,-0.000258112,-0.258111603,-41.11222167,,
4.668,-0.000258125,-0.258125396,-41.11554667,,
4.669,-0.000258139,-0.258139147,-41.11886167,,
4.67,-0.000258153,-0.258152858,-41.12216667,,
4.671,-0.000258167,-0.258166528,-41.12546167,,
4.672,-0.00025818,-0.258180156,-41.12874667,,
4.673,-0.000258194,-0.258193743,-41.13202167,,
4.674,-0.000258207,-0.258207289,-41.13528667,,
4.675,-0.000258221,-0.258220794,-41.13854167,,
4.676,-0.000258234,-0.258234258,-41.14178667,,
4.677,-0.000258248,-0.258247681,-41.14502167,,
4.678,-0.000258261,-0.258261063,-41.14824667,,
4.679,-0.000258274,-0.258274403,-41.15146167,,
4.68,-0.000258288,-0.258287702,-41.15466667,,
4.681,-0.000258301,-0.258300961,-41.15786167,,
4.682,-0.000258314,-0.258314178,-41.16104667,,
4.683,-0.000258327,-0.258327353,-41.16422167,,
4.684,-0.00025834,-0.258340488,-41.16738667,,
4.685,-0.000258354,-0.258353582,-41.17054167,,
4.686,-0.000258367,-0.258366634,-41.17368667,,
4.687,-0.00025838,-0.258379645,-41.17682167,,
4.688,-0.000258393,-0.258392615,-41.17994667,,
4.689,-0.000258406,-0.258405544,-41.18306167,,
4.69,-0.000258418,-0.258418431,-41.18616667,,
4.691,-0.000258431,-0.258431278,-41.18926167,,
4.692,-0.000258444,-0.258444083,-41.19234667,,
4.693,-0.000258457,-0.258456847,-41.19542167,,
4.694,-0.00025847,-0.25846957,-41.19848667,,
4.695,-0.000258482,-0.258482252,-41.20154167,,
4.696,-0.000258495,-0.258494892,-41.20458667,,
4.697,-0.000258507,-0.258507491,-41.20762167,,
4.698,-0.00025852,-0.258520049,-41.21064667,,
4.699,-0.000258533,-0.258532566,-41.21366167,,
4.7,-0.000258545,-0.258545042,-41.21666667,,
4.701,-0.000258557,-0.258557476,-41.21966167,,
4.702,-0.00025857,-0.258569869,-41.22264667,,
4.703,-0.000258582,-0.258582221,-41.22562167,,
4.704,-0.000258595,-0.258594532,-41.22858667,,
4.705,-0.000258607,-0.258606801,-41.23154167,,
4.706,-0.000258619,-0.25861903,-41.23448667,,
4.707,-0.000258631,-0.258631217,-41.23742167,,
4.708,-0.000258643,-0.258643362,-41.24034667,,
4.709,-0.000258655,-0.258655467,-41.24326167,,
4.71,-0.000258668,-0.25866753,-41.24616667,,
4.711,-0.00025868,-0.258679552,-41.24906167,,
4.712,-0.000258692,-0.258691533,-41.25194667,,
4.713,-0.000258703,-0.258703473,-41.25482167,,
4.714,-0.000258715,-0.258715371,-41.25768667,,
4.715,-0.000258727,-0.258727228,-41.26054167,,
4.716,-0.000258739,-0.258739044,-41.26338667,,
4.717,-0.000258751,-0.258750818,-41.26622167,,
4.718,-0.000258763,-0.258762552,-41.26904667,,
4.719,-0.000258774,-0.258774244,-41.27186167,,
4.72,-0.000258786,-0.258785894,-41.27466667,,
4.721,-0.000258798,-0.258797504,-41.27746167,,
4.722,-0.000258809,-0.258809072,-41.28024667,,
4.723,-0.000258821,-0.258820599,-41.28302167,,
4.724,-0.000258832,-0.258832084,-41.28578667,,
4.725,-0.000258844,-0.258843529,-41.28854167,,
4.726,-0.000258855,-0.258854932,-41.29128667,,
4.727,-0.000258866,-0.258866294,-41.29402167,,
4.728,-0.000258878,-0.258877614,-41.29674667,,
4.729,-0.000258889,-0.258888893,-41.29946167,,
4.73,-0.0002589,-0.258900131,-41.30216667,,
4.731,-0.000258911,-0.258911328,-41.30486167,,
4.732,-0.000258922,-0.258922483,-41.30754667,,
4.733,-0.000258934,-0.258933597,-41.31022167,,
4.734,-0.000258945,-0.258944669,-41.31288667,,
4.735,-0.000258956,-0.258955701,-41.31554167,,
4.736,-0.000258967,-0.258966691,-41.31818667,,
4.737,-0.000258978,-0.258977639,-41.32082167,,
4.738,-0.000258989,-0.258988547,-41.32344667,,
4.739,-0.000258999,-0.258999413,-41.32606167,,
4.74,-0.00025901,-0.259010237,-41.32866667,,
4.741,-0.000259021,-0.259021021,-41.33126167,,
4.742,-0.000259032,-0.259031763,-41.33384667,,
4.743,-0.000259042,-0.259042464,-41.33642167,,
4.744,-0.000259053,-0.259053123,-41.33898667,,
4.745,-0.000259064,-0.259063741,-41.34154167,,
4.746,-0.000259074,-0.259074318,-41.34408667,,
4.747,-0.000259085,-0.259084853,-41.34662167,,
4.748,-0.000259095,-0.259095347,-41.34914667,,
4.749,-0.000259106,-0.2591058,-41.35166167,,
4.75,-0.000259116,-0.259116211,-41.35416667,,
4.751,-0.000259127,-0.259126581,-41.35666167,,
4.752,-0.000259137,-0.259136909,-41.35914667,,
4.753,-0.000259147,-0.259147197,-41.36162167,,
4.754,-0.000259157,-0.259157443,-41.36408667,,
4.755,-0.000259168,-0.259167647,-41.36654167,,
4.756,-0.000259178,-0.25917781,-41.36898667,,
4.757,-0.000259188,-0.259187932,-41.37142167,,
4.758,-0.000259198,-0.259198012,-41.37384667,,
4.759,-0.000259208,-0.259208051,-41.37626167,,
4.76,-0.000259218,-0.259218049,-41.37866667,,
4.761,-0.000259228,-0.259228005,-41.38106167,,
4.762,-0.000259238,-0.25923792,-41.38344667,,
4.763,-0.000259248,-0.259247794,-41.38582167,,
4.764,-0.000259258,-0.259257626,-41.38818667,,
4.765,-0.000259267,-0.259267417,-41.39054167,,
4.766,-0.000259277,-0.259277166,-41.39288667,,
4.767,-0.000259287,-0.259286874,-41.39522167,,
4.768,-0.000259297,-0.25929654,-41.39754667,,
4.769,-0.000259306,-0.259306166,-41.39986167,,
4.77,-0.000259316,-0.259315749,-41.40216667,,
4.771,-0.000259325,-0.259325292,-41.40446167,,
4.772,-0.000259335,-0.259334793,-41.40674667,,
4.773,-0.000259344,-0.259344252,-41.40902167,,
4.774,-0.000259354,-0.25935367,-41.41128667,,
4.775,-0.000259363,-0.259363047,-41.41354167,,
4.776,-0.000259372,-0.259372382,-41.41578667,,
4.777,-0.000259382,-0.259381676,-41.41802167,,
4.778,-0.000259391,-0.259390929,-41.42024667,,
4.779,-0.0002594,-0.25940014,-41.42246167,,
4.78,-0.000259409,-0.259409309,-41.42466667,,
4.781,-0.000259418,-0.259418438,-41.42686167,,
4.782,-0.000259428,-0.259427524,-41.42904667,,
4.783,-0.000259437,-0.25943657,-41.43122167,,
4.784,-0.000259446,-0.259445574,-41.43338667,,
4.785,-0.000259455,-0.259454536,-41.43554167,,
4.786,-0.000259463,-0.259463457,-41.43768667,,
4.787,-0.000259472,-0.259472337,-41.43982167,,
4.788,-0.000259481,-0.259481175,-41.44194667,,
4.789,-0.00025949,-0.259489972,-41.44406167,,
4.79,-0.000259499,-0.259498727,-41.44616667,,
4.791,-0.000259507,-0.259507441,-41.44826167,,
4.792,-0.000259516,-0.259516113,-41.45034667,,
4.793,-0.000259525,-0.259524744,-41.45242167,,
4.794,-0.000259533,-0.259533334,-41.45448667,,
4.795,-0.000259542,-0.259541882,-41.45654167,,
4.796,-0.00025955,-0.259550388,-41.45858667,,
4.797,-0.000259559,-0.259558853,-41.46062167,,
4.798,-0.000259567,-0.259567277,-41.46264667,,
4.799,-0.000259576,-0.259575659,-41.46466167,,
4.8,-0.000259584,-0.259584,-41.46666667,,
