x,u_m,u_mm,M,,,,,
-3.11,-9.79E-05,-0.097893549,6.693833333,,,,,
-3.109,-9.80E-05,-0.097973002,6.662738333,,,,,
-3.108,-9.81E-05,-0.098052462,6.631653333,,,,,
-3.107,-9.81E-05,-0.098131928,6.600578333,,,,,
-3.106,-9.82E-05,-0.098211401,6.569513333,,,,,
-3.105,-9.83E-05,-0.09829088,6.538458333,,,,,
-3.104,-9.84E-05,-0.098370366,6.507413333,,,,,
-3.103,-9.84E-05,-0.098449859,6.476378333,,,,,
-3.102,-9.85E-05,-0.098529358,6.445353333,,,,,
-3.101,-9.86E-05,-0.098608863,6.414338333,,,,,
-3.1,-9.87E-05,-0.098688375,6.383333333,,,,,
-3.099,-9.88E-05,-0.098767893,6.352338333,,,,,
-3.098,-9.88E-05,-0.098847418,6.321353333,,,,,
-3.097,-9.89E-05,-0.098926949,6.290378333,,,,,
-3.096,-9.90E-05,-0.099006486,6.259413333,,,,,
-3.095,-9.91E-05,-0.099086029,6.228458333,,,,,
-3.094,-9.92E-05,-0.099165579,6.197513333,,,,,
-3.093,-9.92E-05,-0.099245135,6.166578333,,,,,
-3.092,-9.93E-05,-0.099324697,6.135653333,,,,,
-3.091,-9.94E-05,-0.099404265,6.104738333,,,,,
-3.09,-9.95E-05,-0.099483839,6.073833333,,,,,
-3.089,-9.96E-05,-0.099563419,6.042938333,,,,,
-3.088,-9.96E-05,-0.099643006,6.012053333,,,,,
-3.087,-9.97E-05,-0.099722598,5.981178333,,,,,
-3.086,-9.98E-05,-0.099802196,5.950313333,,,,,
-3.085,-9.99E-05,-0.099881801,5.919458333,,,,,
-3.084,-1.00E-04,-0.099961411,5.888613333,,,,,
-3.083,-0.000100041,-0.100041027,5.857778333,,,,,
-3.082,-0.000100121,-0.100120649,5.826953333,,,,,
-3.081,-0.0001002,-0.100200277,5.796138333,,,,,
-3.08,-0.00010028,-0.10027991,5.765333333,,,,,
-3.079,-0.00010036,-0.10035955,5.734538333,,,,,
-3.078,-0.000100439,-0.100439195,5.703753333,,,,,
-3.077,-0.000100519,-0.100518846,5.672978333,,,,,
-3.076,-0.000100599,-0.100598502,5.642213333,,,,,
-3.075,-0.000100678,-0.100678164,5.611458333,,,,,
-3.074,-0.000100758,-0.100757832,5.580713333,,,,,
-3.073,-0.000100838,-0.100837505,5.549978333,,,,,
-3.072,-0.000100917,-0.100917184,5.519253333,,,,,
-3.071,-0.000100997,-0.100996868,5.488538333,,,,,
-3.07,-0.000101077,-0.101076558,5.457833333,,,,,
-3.069,-0.000101156,-0.101156254,5.427138333,,,,,
-3.068,-0.000101236,-0.101235954,5.396453333,,,,,
-3.067,-0.000101316,-0.101315661,5.365778333,,,,,
-3.066,-0.000101395,-0.101395372,5.335113333,,,,,
-3.065,-0.000101475,-0.101475089,5.304458333,,,,,
-3.064,-0.000101555,-0.101554811,5.273813333,,,,,
-3.063,-0.000101635,-0.101634538,5.243178333,,,,,
-3.062,-0.000101714,-0.101714271,5.212553333,,,,,
-3.061,-0.000101794,-0.101794009,5.181938333,,,,,
-3.06,-0.000101874,-0.101873752,5.151333333,,,,,
-3.059,-0.000101954,-0.1019535,5.120738333,,,,,
-3.058,-0.000102033,-0.102033254,5.090153333,,,,,
-3.057,-0.000102113,-0.102113012,5.059578333,,,,,
-3.056,-0.000102193,-0.102192776,5.029013333,,,,,
-3.055,-0.000102273,-0.102272544,4.998458333,,,,,
-3.054,-0.000102352,-0.102352318,4.967913333,,,,,
-3.053,-0.000102432,-0.102432096,4.937378333,,,,,
-3.052,-0.000102512,-0.102511879,4.906853333,,,,,
-3.051,-0.000102592,-0.102591668,4.876338333,,,,,
-3.05,-0.000102671,-0.102671461,4.845833333,,,,,
-3.049,-0.000102751,-0.102751259,4.815338333,,,,,
-3.048,-0.000102831,-0.102831062,4.784853333,,,,,
-3.047,-0.000102911,-0.102910869,4.754378333,,,,,
-3.046,-0.000102991,-0.102990682,4.723913333,,,,,
-3.045,-0.00010307,-0.103070499,4.693458333,,,,,
-3.044,-0.00010315,-0.103150321,4.663013333,,,,,
-3.043,-0.00010323,-0.103230147,4.632578333,,,,,
-3.042,-0.00010331,-0.103309978,4.602153333,,,,,
-3.041,-0.00010339,-0.103389814,4.571738333,,,,,
-3.04,-0.00010347,-0.103469654,4.541333333,,,,,
-3.039,-0.000103549,-0.103549499,4.510938333,,,,,
-3.038,-0.000103629,-0.103629349,4.480553333,,,,,
-3.037,-0.000103709,-0.103709202,4.450178333,,,,,
-3.036,-0.000103789,-0.103789061,4.419813333,,,,,
-3.035,-0.000103869,-0.103868923,4.389458333,,,,,
-3.034,-0.000103949,-0.10394879,4.359113333,,,,,
-3.033,-0.000104029,-0.104028662,4.328778333,,,,,
-3.032,-0.000104109,-0.104108538,4.298453333,,,,,
-3.031,-0.000104188,-0.104188418,4.268138333,,,,,
-3.03,-0.000104268,-0.104268302,4.237833333,,,,,
-3.029,-0.000104348,-0.104348191,4.207538333,,,,,
-3.028,-0.000104428,-0.104428083,4.177253333,,,,,
-3.027,-0.000104508,-0.10450798,4.146978333,,,,,
-3.026,-0.000104588,-0.104587881,4.116713333,,,,,
-3.025,-0.000104668,-0.104667787,4.086458333,,,,,
-3.024,-0.000104748,-0.104747696,4.056213333,,,,,
-3.023,-0.000104828,-0.104827609,4.025978333,,,,,
-3.022,-0.000104908,-0.104907527,3.995753333,,,,,
-3.021,-0.000104987,-0.104987448,3.965538333,,,,,
-3.02,-0.000105067,-0.105067373,3.935333333,,,,,
-3.019,-0.000105147,-0.105147303,3.905138333,,,,,
-3.018,-0.000105227,-0.105227236,3.874953333,,,,,
-3.017,-0.000105307,-0.105307173,3.844778333,,,,,
-3.016,-0.000105387,-0.105387114,3.814613333,,,,,
-3.015,-0.000105467,-0.105467059,3.784458333,,,,,
-3.014,-0.000105547,-0.105547007,3.754313333,,,,,
-3.013,-0.000105627,-0.105626959,3.724178333,,,,,
-3.012,-0.000105707,-0.105706915,3.694053333,,,,,
-3.011,-0.000105787,-0.105786875,3.663938333,,,,,
-3.01,-0.000105867,-0.105866838,3.633833333,,,,,
-3.009,-0.000105947,-0.105946805,3.603738333,,,,,
-3.008,-0.000106027,-0.106026776,3.573653333,,,,,
-3.007,-0.000106107,-0.10610675,3.543578333,,,,,
-3.006,-0.000106187,-0.106186728,3.513513333,,,,,
-3.005,-0.000106267,-0.106266709,3.483458333,,,,,
-3.004,-0.000106347,-0.106346694,3.453413333,,,,,
-3.003,-0.000106427,-0.106426682,3.423378333,,,,,
-3.002,-0.000106507,-0.106506673,3.393353333,,,,,
-3.001,-0.000106587,-0.106586668,3.363338333,,,,,
-3,-0.000106667,-0.106666667,3.333333333,,,,,
-2.999,-0.000106747,-0.106746668,3.303338333,,,,,
-2.998,-0.000106827,-0.106826673,3.273353333,,,,,
-2.997,-0.000106907,-0.106906682,3.243378333,,,,,
-2.996,-0.000106987,-0.106986693,3.213413333,,,,,
-2.995,-0.000107067,-0.107066708,3.183458333,,,,,
-2.994,-0.000107147,-0.107146726,3.153513333,,,,,
-2.993,-0.000107227,-0.107226747,3.123578333,,,,,
-2.992,-0.000107307,-0.107306771,3.093653333,,,,,
-2.991,-0.000107387,-0.107386798,3.063738333,,,,,
-2.99,-0.000107467,-0.107466828,3.033833333,,,,,
-2.989,-0.000107547,-0.107546862,3.003938333,,,,,
-2.988,-0.000107627,-0.107626898,2.974053333,,,,,
-2.987,-0.000107707,-0.107706937,2.944178333,,,,,
-2.986,-0.000107787,-0.10778698,2.914313333,,,,,
-2.985,-0.000107867,-0.107867025,2.884458333,,,,,
-2.984,-0.000107947,-0.107947073,2.854613333,,,,,
-2.983,-0.000108027,-0.108027124,2.824778333,,,,,
-2.982,-0.000108107,-0.108107178,2.794953333,,,,,
-2.981,-0.000108187,-0.108187234,2.765138333,,,,,
-2.98,-0.000108267,-0.108267293,2.735333333,,,,,
-2.979,-0.000108347,-0.108347355,2.705538333,,,,,
-2.978,-0.000108427,-0.10842742,2.675753333,,,,,
-2.977,-0.000108507,-0.108507488,2.645978333,,,,,
-2.976,-0.000108588,-0.108587558,2.616213333,,,,,
-2.975,-0.000108668,-0.10866763,2.586458333,,,,,
-2.974,-0.000108748,-0.108747706,2.556713333,,,,,
-2.973,-0.000108828,-0.108827783,2.526978333,,,,,
-2.972,-0.000108908,-0.108907864,2.497253333,,,,,
-2.971,-0.000108988,-0.108987947,2.467538333,,,,,
-2.97,-0.000109068,-0.109068032,2.437833333,,,,,
-2.969,-0.000109148,-0.10914812,2.408138333,,,,,
-2.968,-0.000109228,-0.10922821,2.378453333,,,,,
-2.967,-0.000109308,-0.109308302,2.348778333,,,,,
-2.966,-0.000109388,-0.109388397,2.319113333,,,,,
-2.965,-0.000109468,-0.109468495,2.289458333,,,,,
-2.964,-0.000109549,-0.109548594,2.259813333,,,,,
-2.963,-0.000109629,-0.109628696,2.230178333,,,,,
-2.962,-0.000109709,-0.1097088,2.200553333,,,,,
-2.961,-0.000109789,-0.109788906,2.170938333,,,,,
-2.96,-0.000109869,-0.109869014,2.141333333,,,,,
-2.959,-0.000109949,-0.109949125,2.111738333,,,,,
-2.958,-0.000110029,-0.110029238,2.082153333,,,,,
-2.957,-0.000110109,-0.110109352,2.052578333,,,,,
-2.956,-0.000110189,-0.110189469,2.023013333,,,,,
-2.955,-0.00011027,-0.110269588,1.993458333,,,,,
-2.954,-0.00011035,-0.110349709,1.963913333,,,,,
-2.953,-0.00011043,-0.110429831,1.934378333,,,,,
-2.952,-0.00011051,-0.110509956,1.904853333,,,,,
-2.951,-0.00011059,-0.110590082,1.875338333,,,,,
-2.95,-0.00011067,-0.110670211,1.845833333,,,,,
-2.949,-0.00011075,-0.110750341,1.816338333,,,,,
-2.948,-0.00011083,-0.110830473,1.786853333,,,,,
-2.947,-0.000110911,-0.110910607,1.757378333,,,,,
-2.946,-0.000110991,-0.110990743,1.727913333,,,,,
-2.945,-0.000111071,-0.11107088,1.698458333,,,,,
-2.944,-0.000111151,-0.111151019,1.669013333,,,,,
-2.943,-0.000111231,-0.11123116,1.639578333,,,,,
-2.942,-0.000111311,-0.111311302,1.610153333,,,,,
-2.941,-0.000111391,-0.111391446,1.580738333,,,,,
-2.94,-0.000111472,-0.111471592,1.551333333,,,,,
-2.939,-0.000111552,-0.111551739,1.521938333,,,,,
-2.938,-0.000111632,-0.111631888,1.492553333,,,,,
-2.937,-0.000111712,-0.111712038,1.463178333,,,,,
-2.936,-0.000111792,-0.11179219,1.433813333,,,,,
-2.935,-0.000111872,-0.111872343,1.404458333,,,,,
-2.934,-0.000111952,-0.111952497,1.375113333,,,,,
-2.933,-0.000112033,-0.112032653,1.345778333,,,,,
-2.932,-0.000112113,-0.11211281,1.316453333,,,,,
-2.931,-0.000112193,-0.112192969,1.287138333,,,,,
-2.93,-0.000112273,-0.112273128,1.257833333,,,,,
-2.929,-0.000112353,-0.112353289,1.228538333,,,,,
-2.928,-0.000112433,-0.112433452,1.199253333,,,,,
-2.927,-0.000112514,-0.112513615,1.169978333,,,,,
-2.926,-0.000112594,-0.11259378,1.140713333,,,,,
-2.925,-0.000112674,-0.112673945,1.111458333,,,,,
-2.924,-0.000112754,-0.112754112,1.082213333,,,,,
-2.923,-0.000112834,-0.11283428,1.052978333,,,,,
-2.922,-0.000112914,-0.112914449,1.023753333,,,,,
-2.921,-0.000112995,-0.112994619,0.994538333,,,,,
-2.92,-0.000113075,-0.11307479,0.965333333,,,,,
-2.919,-0.000113155,-0.113154962,0.936138333,,,,,
-2.918,-0.000113235,-0.113235135,0.906953333,,,,,
-2.917,-0.000113315,-0.113315309,0.877778333,,,,,
-2.916,-0.000113395,-0.113395484,0.848613333,,,,,
-2.915,-0.000113476,-0.113475659,0.819458333,,,,,
-2.914,-0.000113556,-0.113555836,0.790313333,,,,,
-2.913,-0.000113636,-0.113636013,0.761178333,,,,,
-2.912,-0.000113716,-0.113716191,0.732053333,,,,,
-2.911,-0.000113796,-0.11379637,0.702938333,,,,,
-2.91,-0.000113877,-0.113876549,0.673833333,,,,,
-2.909,-0.000113957,-0.113956729,0.644738333,,,,,
-2.908,-0.000114037,-0.11403691,0.615653333,,,,,
-2.907,-0.000114117,-0.114117091,0.586578333,,,,,
-2.906,-0.000114197,-0.114197273,0.557513333,,,,,
-2.905,-0.000114277,-0.114277455,0.528458333,,,,,
-2.904,-0.000114358,-0.114357638,0.499413333,,,,,
-2.903,-0.000114438,-0.114437822,0.470378333,,,,,
-2.902,-0.000114518,-0.114518006,0.441353333,,,,,
-2.901,-0.000114598,-0.11459819,0.412338333,,,,,
-2.9,-0.000114678,-0.114678375,0.383333333,,,,,
-2.899,-0.000114759,-0.11475856,0.354338333,,,,,
-2.898,-0.000114839,-0.114838746,0.325353333,,,,,
-2.897,-0.000114919,-0.114918932,0.296378333,,,,,
-2.896,-0.000114999,-0.114999118,0.267413333,,,,,
-2.895,-0.000115079,-0.115079304,0.238458333,,,,,
-2.894,-0.000115159,-0.115159491,0.209513333,,,,,
-2.893,-0.00011524,-0.115239678,0.180578333,,,,,
-2.892,-0.00011532,-0.115319865,0.151653333,,,,,
-2.891,-0.0001154,-0.115400052,0.122738333,,,,,
-2.89,-0.00011548,-0.115480239,0.093833333,,,,,
-2.889,-0.00011556,-0.115560427,0.064938333,,,,,
-2.888,-0.000115641,-0.115640614,0.036053333,,,,,
-2.887,-0.000115721,-0.115720802,0.007178333,,,,,
-2.886,-0.000115801,-0.115800989,-0.021686667,,,,,
-2.885,-0.000115881,-0.115881177,-0.050541667,,,,,
-2.884,-0.000115961,-0.115961364,-0.079386667,,,,,
-2.883,-0.000116042,-0.116041552,-0.108221667,,,,,
-2.882,-0.000116122,-0.116121739,-0.137046667,,,,,
-2.881,-0.000116202,-0.116201926,-0.165861667,,,,,
-2.88,-0.000116282,-0.116282113,-0.194666667,,,,,
-2.879,-0.000116362,-0.1163623,-0.223461667,,,,,
-2.878,-0.000116442,-0.116442486,-0.252246667,,,,,
-2.877,-0.000116523,-0.116522673,-0.281021667,,,,,
-2.876,-0.000116603,-0.116602859,-0.309786667,,,,,
-2.875,-0.000116683,-0.116683044,-0.338541667,,,,,
-2.874,-0.000116763,-0.11676323,-0.367286667,,,,,
-2.873,-0.000116843,-0.116843415,-0.396021667,,,,,
-2.872,-0.000116924,-0.116923599,-0.424746667,,,,,
-2.871,-0.000117004,-0.117003784,-0.453461667,,,,,
-2.87,-0.000117084,-0.117083967,-0.482166667,,,,,
-2.869,-0.000117164,-0.117164151,-0.510861667,,,,,
-2.868,-0.000117244,-0.117244333,-0.539546667,,,,,
-2.867,-0.000117325,-0.117324516,-0.568221667,,,,,
-2.866,-0.000117405,-0.117404697,-0.596886667,,,,,
-2.865,-0.000117485,-0.117484878,-0.625541667,,,,,
-2.864,-0.000117565,-0.117565059,-0.654186667,,,,,
-2.863,-0.000117645,-0.117645238,-0.682821667,,,,,
-2.862,-0.000117725,-0.117725417,-0.711446667,,,,,
-2.861,-0.000117806,-0.117805596,-0.740061667,,,,,
-2.86,-0.000117886,-0.117885773,-0.768666667,,,,,
-2.859,-0.000117966,-0.11796595,-0.797261667,,,,,
-2.858,-0.000118046,-0.118046126,-0.825846667,,,,,
-2.857,-0.000118126,-0.118126302,-0.854421667,,,,,
-2.856,-0.000118206,-0.118206476,-0.882986667,,,,,
-2.855,-0.000118287,-0.118286649,-0.911541667,,,,,
-2.854,-0.000118367,-0.118366822,-0.940086667,,,,,
-2.853,-0.000118447,-0.118446994,-0.968621667,,,,,
-2.852,-0.000118527,-0.118527164,-0.997146667,,,,,
-2.851,-0.000118607,-0.118607334,-1.025661667,,,,,
-2.85,-0.000118688,-0.118687503,-1.054166667,,,,,
-2.849,-0.000118768,-0.11876767,-1.082661667,,,,,
-2.848,-0.000118848,-0.118847837,-1.111146667,,,,,
-2.847,-0.000118928,-0.118928002,-1.139621667,,,,,
-2.846,-0.000119008,-0.119008166,-1.168086667,,,,,
-2.845,-0.000119088,-0.119088329,-1.196541667,,,,,
-2.844,-0.000119168,-0.119168491,-1.224986667,,,,,
-2.843,-0.000119249,-0.119248652,-1.253421667,,,,,
-2.842,-0.000119329,-0.119328811,-1.281846667,,,,,
-2.841,-0.000119409,-0.11940897,-1.310261667,,,,,
-2.84,-0.000119489,-0.119489126,-1.338666667,,,,,
-2.839,-0.000119569,-0.119569282,-1.367061667,,,,,
-2.838,-0.000119649,-0.119649436,-1.395446667,,,,,
-2.837,-0.00011973,-0.119729589,-1.423821667,,,,,
-2.836,-0.00011981,-0.11980974,-1.452186667,,,,,
-2.835,-0.00011989,-0.11988989,-1.480541667,,,,,
-2.834,-0.00011997,-0.119970038,-1.508886667,,,,,
-2.833,-0.00012005,-0.120050185,-1.537221667,,,,,
-2.832,-0.00012013,-0.12013033,-1.565546667,,,,,
-2.831,-0.00012021,-0.120210474,-1.593861667,,,,,
-2.83,-0.000120291,-0.120290616,-1.622166667,,,,,
-2.829,-0.000120371,-0.120370757,-1.650461667,,,,,
-2.828,-0.000120451,-0.120450896,-1.678746667,,,,,
-2.827,-0.000120531,-0.120531033,-1.707021667,,,,,
-2.826,-0.000120611,-0.120611168,-1.735286667,,,,,
-2.825,-0.000120691,-0.120691302,-1.763541667,,,,,
-2.824,-0.000120771,-0.120771434,-1.791786667,,,,,
-2.823,-0.000120852,-0.120851564,-1.820021667,,,,,
-2.822,-0.000120932,-0.120931693,-1.848246667,,,,,
-2.821,-0.000121012,-0.121011819,-1.876461667,,,,,
-2.82,-0.000121092,-0.121091944,-1.904666667,,,,,
-2.819,-0.000121172,-0.121172067,-1.932861667,,,,,
-2.818,-0.000121252,-0.121252188,-1.961046667,,,,,
-2.817,-0.000121332,-0.121332307,-1.989221667,,,,,
-2.816,-0.000121412,-0.121412423,-2.017386667,,,,,
-2.815,-0.000121493,-0.121492538,-2.045541667,,,,,
-2.814,-0.000121573,-0.121572651,-2.073686667,,,,,
-2.813,-0.000121653,-0.121652762,-2.101821667,,,,,
-2.812,-0.000121733,-0.12173287,-2.129946667,,,,,
-2.811,-0.000121813,-0.121812977,-2.158061667,,,,,
-2.81,-0.000121893,-0.121893081,-2.186166667,,,,,
-2.809,-0.000121973,-0.121973184,-2.214261667,,,,,
-2.808,-0.000122053,-0.122053283,-2.242346667,,,,,
-2.807,-0.000122133,-0.122133381,-2.270421667,,,,,
-2.806,-0.000122213,-0.122213477,-2.298486667,,,,,
-2.805,-0.000122294,-0.12229357,-2.326541667,,,,,
-2.804,-0.000122374,-0.122373661,-2.354586667,,,,,
-2.803,-0.000122454,-0.122453749,-2.382621667,,,,,
-2.802,-0.000122534,-0.122533835,-2.410646667,,,,,
-2.801,-0.000122614,-0.122613919,-2.438661667,,,,,
-2.8,-0.000122694,-0.122694,-2.466666667,,,,,
-2.799,-0.000122774,-0.122774079,-2.494661667,,,,,
-2.798,-0.000122854,-0.122854155,-2.522646667,,,,,
-2.797,-0.000122934,-0.122934229,-2.550621667,,,,,
-2.796,-0.000123014,-0.1230143,-2.578586667,,,,,
-2.795,-0.000123094,-0.123094369,-2.606541667,,,,,
-2.794,-0.000123174,-0.123174435,-2.634486667,,,,,
-2.793,-0.000123254,-0.123254498,-2.662421667,,,,,
-2.792,-0.000123335,-0.123334559,-2.690346667,,,,,
-2.791,-0.000123415,-0.123414617,-2.718261667,,,,,
-2.79,-0.000123495,-0.123494672,-2.746166667,,,,,
-2.789,-0.000123575,-0.123574725,-2.774061667,,,,,
-2.788,-0.000123655,-0.123654774,-2.801946667,,,,,
-2.787,-0.000123735,-0.123734821,-2.829821667,,,,,
-2.786,-0.000123815,-0.123814865,-2.857686667,,,,,
-2.785,-0.000123895,-0.123894907,-2.885541667,,,,,
-2.784,-0.000123975,-0.123974945,-2.913386667,,,,,
-2.783,-0.000124055,-0.124054981,-2.941221667,,,,,
-2.782,-0.000124135,-0.124135013,-2.969046667,,,,,
-2.781,-0.000124215,-0.124215043,-2.996861667,,,,,
-2.78,-0.000124295,-0.124295069,-3.024666667,,,,,
-2.779,-0.000124375,-0.124375093,-3.052461667,,,,,
-2.778,-0.000124455,-0.124455113,-3.080246667,,,,,
-2.777,-0.000124535,-0.124535131,-3.108021667,,,,,
-2.776,-0.000124615,-0.124615145,-3.135786667,,,,,
-2.775,-0.000124695,-0.124695156,-3.163541667,,,,,
-2.774,-0.000124775,-0.124775164,-3.191286667,,,,,
-2.773,-0.000124855,-0.124855169,-3.219021667,,,,,
-2.772,-0.000124935,-0.124935171,-3.246746667,,,,,
-2.771,-0.000125015,-0.125015169,-3.274461667,,,,,
-2.77,-0.000125095,-0.125095164,-3.302166667,,,,,
-2.769,-0.000125175,-0.125175156,-3.329861667,,,,,
-2.768,-0.000125255,-0.125255145,-3.357546667,,,,,
-2.767,-0.000125335,-0.12533513,-3.385221667,,,,,
-2.766,-0.000125415,-0.125415111,-3.412886667,,,,,
-2.765,-0.000125495,-0.12549509,-3.440541667,,,,,
-2.764,-0.000125575,-0.125575065,-3.468186667,,,,,
-2.763,-0.000125655,-0.125655036,-3.495821667,,,,,
-2.762,-0.000125735,-0.125735004,-3.523446667,,,,,
-2.761,-0.000125815,-0.125814968,-3.551061667,,,,,
-2.76,-0.000125895,-0.125894929,-3.578666667,,,,,
-2.759,-0.000125975,-0.125974886,-3.606261667,,,,,
-2.758,-0.000126055,-0.12605484,-3.633846667,,,,,
-2.757,-0.000126135,-0.12613479,-3.661421667,,,,,
-2.756,-0.000126215,-0.126214736,-3.688986667,,,,,
-2.755,-0.000126295,-0.126294679,-3.716541667,,,,,
-2.754,-0.000126375,-0.126374618,-3.744086667,,,,,
-2.753,-0.000126455,-0.126454553,-3.771621667,,,,,
-2.752,-0.000126534,-0.126534485,-3.799146667,,,,,
-2.751,-0.000126614,-0.126614412,-3.826661667,,,,,
-2.75,-0.000126694,-0.126694336,-3.854166667,,,,,
-2.749,-0.000126774,-0.126774256,-3.881661667,,,,,
-2.748,-0.000126854,-0.126854172,-3.909146667,,,,,
-2.747,-0.000126934,-0.126934084,-3.936621667,,,,,
-2.746,-0.000127014,-0.127013992,-3.964086667,,,,,
-2.745,-0.000127094,-0.127093897,-3.991541667,,,,,
-2.744,-0.000127174,-0.127173797,-4.018986667,,,,,
-2.743,-0.000127254,-0.127253693,-4.046421667,,,,,
-2.742,-0.000127334,-0.127333585,-4.073846667,,,,,
-2.741,-0.000127413,-0.127413473,-4.101261667,,,,,
-2.74,-0.000127493,-0.127493357,-4.128666667,,,,,
-2.739,-0.000127573,-0.127573237,-4.156061667,,,,,
-2.738,-0.000127653,-0.127653113,-4.183446667,,,,,
-2.737,-0.000127733,-0.127732985,-4.210821667,,,,,
-2.736,-0.000127813,-0.127812852,-4.238186667,,,,,
-2.735,-0.000127893,-0.127892715,-4.265541667,,,,,
-2.734,-0.000127973,-0.127972574,-4.292886667,,,,,
-2.733,-0.000128052,-0.128052428,-4.320221667,,,,,
-2.732,-0.000128132,-0.128132279,-4.347546667,,,,,
-2.731,-0.000128212,-0.128212125,-4.374861667,,,,,
-2.73,-0.000128292,-0.128291966,-4.402166667,,,,,
-2.729,-0.000128372,-0.128371803,-4.429461667,,,,,
-2.728,-0.000128452,-0.128451636,-4.456746667,,,,,
-2.727,-0.000128531,-0.128531464,-4.484021667,,,,,
-2.726,-0.000128611,-0.128611288,-4.511286667,,,,,
-2.725,-0.000128691,-0.128691107,-4.538541667,,,,,
-2.724,-0.000128771,-0.128770922,-4.565786667,,,,,
-2.723,-0.000128851,-0.128850732,-4.593021667,,,,,
-2.722,-0.000128931,-0.128930537,-4.620246667,,,,,
-2.721,-0.00012901,-0.129010338,-4.647461667,,,,,
-2.72,-0.00012909,-0.129090134,-4.674666667,,,,,
-2.719,-0.00012917,-0.129169926,-4.701861667,,,,,
-2.718,-0.00012925,-0.129249713,-4.729046667,,,,,
-2.717,-0.000129329,-0.129329495,-4.756221667,,,,,
-2.716,-0.000129409,-0.129409272,-4.783386667,,,,,
-2.715,-0.000129489,-0.129489045,-4.810541667,,,,,
-2.714,-0.000129569,-0.129568813,-4.837686667,,,,,
-2.713,-0.000129649,-0.129648576,-4.864821667,,,,,
-2.712,-0.000129728,-0.129728334,-4.891946667,,,,,
-2.711,-0.000129808,-0.129808087,-4.919061667,,,,,
-2.71,-0.000129888,-0.129887835,-4.946166667,,,,,
-2.709,-0.000129968,-0.129967579,-4.973261667,,,,,
-2.708,-0.000130047,-0.130047317,-5.000346667,,,,,
-2.707,-0.000130127,-0.13012705,-5.027421667,,,,,
-2.706,-0.000130207,-0.130206779,-5.054486667,,,,,
-2.705,-0.000130287,-0.130286502,-5.081541667,,,,,
-2.704,-0.000130366,-0.13036622,-5.108586667,,,,,
-2.703,-0.000130446,-0.130445933,-5.135621667,,,,,
-2.702,-0.000130526,-0.130525641,-5.162646667,,,,,
-2.701,-0.000130605,-0.130605344,-5.189661667,,,,,
-2.7,-0.000130685,-0.130685042,-5.216666667,,,,,
-2.699,-0.000130765,-0.130764734,-5.243661667,,,,,
-2.698,-0.000130844,-0.130844421,-5.270646667,,,,,
-2.697,-0.000130924,-0.130924103,-5.297621667,,,,,
-2.696,-0.000131004,-0.13100378,-5.324586667,,,,,
-2.695,-0.000131083,-0.131083451,-5.351541667,,,,,
-2.694,-0.000131163,-0.131163117,-5.378486667,,,,,
-2.693,-0.000131243,-0.131242777,-5.405421667,,,,,
-2.692,-0.000131322,-0.131322432,-5.432346667,,,,,
-2.691,-0.000131402,-0.131402082,-5.459261667,,,,,
-2.69,-0.000131482,-0.131481726,-5.486166667,,,,,
-2.689,-0.000131561,-0.131561365,-5.513061667,,,,,
-2.688,-0.000131641,-0.131640998,-5.539946667,,,,,
-2.687,-0.000131721,-0.131720626,-5.566821667,,,,,
-2.686,-0.0001318,-0.131800248,-5.593686667,,,,,
-2.685,-0.00013188,-0.131879865,-5.620541667,,,,,
-2.684,-0.000131959,-0.131959476,-5.647386667,,,,,
-2.683,-0.000132039,-0.132039081,-5.674221667,,,,,
-2.682,-0.000132119,-0.13211868,-5.701046667,,,,,
-2.681,-0.000132198,-0.132198274,-5.727861667,,,,,
-2.68,-0.000132278,-0.132277862,-5.754666667,,,,,
-2.679,-0.000132357,-0.132357445,-5.781461667,,,,,
-2.678,-0.000132437,-0.132437021,-5.808246667,,,,,
-2.677,-0.000132517,-0.132516592,-5.835021667,,,,,
-2.676,-0.000132596,-0.132596157,-5.861786667,,,,,
-2.675,-0.000132676,-0.132675716,-5.888541667,,,,,
-2.674,-0.000132755,-0.13275527,-5.915286667,,,,,
-2.673,-0.000132835,-0.132834817,-5.942021667,,,,,
-2.672,-0.000132914,-0.132914358,-5.968746667,,,,,
-2.671,-0.000132994,-0.132993894,-5.995461667,,,,,
-2.67,-0.000133073,-0.133073423,-6.022166667,,,,,
-2.669,-0.000133153,-0.133152946,-6.048861667,,,,,
-2.668,-0.000133232,-0.133232464,-6.075546667,,,,,
-2.667,-0.000133312,-0.133311975,-6.102221667,,,,,
-2.666,-0.000133391,-0.13339148,-6.128886667,,,,,
-2.665,-0.000133471,-0.133470979,-6.155541667,,,,,
-2.664,-0.00013355,-0.133550472,-6.182186667,,,,,
-2.663,-0.00013363,-0.133629959,-6.208821667,,,,,
-2.662,-0.000133709,-0.133709439,-6.235446667,,,,,
-2.661,-0.000133789,-0.133788913,-6.262061667,,,,,
-2.66,-0.000133868,-0.133868381,-6.288666667,,,,,
-2.659,-0.000133948,-0.133947843,-6.315261667,,,,,
-2.658,-0.000134027,-0.134027298,-6.341846667,,,,,
-2.657,-0.000134107,-0.134106748,-6.368421667,,,,,
-2.656,-0.000134186,-0.13418619,-6.394986667,,,,,
-2.655,-0.000134266,-0.134265626,-6.421541667,,,,,
-2.654,-0.000134345,-0.134345056,-6.448086667,,,,,
