x,u_m,u_mm,M,,,,,
0.066,-0.000260326,-0.260325925,-41.64488667,,,,,
0.067,-0.000260323,-0.260323154,-41.64422167,,,,,
0.068,-0.00026032,-0.260320342,-41.64354667,,,,,
0.069,-0.000260317,-0.260317489,-41.64286167,,,,,
0.07,-0.000260315,-0.260314593,-41.64216667,,,,,
0.071,-0.000260312,-0.260311656,-41.64146167,,,,,
0.072,-0.000260309,-0.260308678,-41.64074667,,,,,
0.073,-0.000260306,-0.260305658,-41.64002167,,,,,
0.074,-0.000260303,-0.260302596,-41.63928667,,,,,
0.075,-0.000260299,-0.260299492,-41.63854167,,,,,
0.076,-0.000260296,-0.260296347,-41.63778667,,,,,
0.077,-0.000260293,-0.26029316,-41.63702167,,,,,
0.078,-0.00026029,-0.260289932,-41.63624667,,,,,
0.079,-0.000260287,-0.260286662,-41.63546167,,,,,
0.08,-0.000260283,-0.26028335,-41.63466667,,,,,
0.081,-0.00026028,-0.260279997,-41.63386167,,,,,
0.082,-0.000260277,-0.260276602,-41.63304667,,,,,
0.083,-0.000260273,-0.260273166,-41.63222167,,,,,
0.084,-0.00026027,-0.260269687,-41.63138667,,,,,
0.085,-0.000260266,-0.260266168,-41.63054167,,,,,
0.086,-0.000260263,-0.260262606,-41.62968667,,,,,
0.087,-0.000260259,-0.260259003,-41.62882167,,,,,
0.088,-0.000260255,-0.260255358,-41.62794667,,,,,
0.089,-0.000260252,-0.260251672,-41.62706167,,,,,
0.09,-0.000260248,-0.260247944,-41.62616667,,,,,
0.091,-0.000260244,-0.260244174,-41.62526167,,,,,
0.092,-0.00026024,-0.260240363,-41.62434667,,,,,
0.093,-0.000260237,-0.26023651,-41.62342167,,,,,
0.094,-0.000260233,-0.260232616,-41.62248667,,,,,
0.095,-0.000260229,-0.26022868,-41.62154167,,,,,
0.096,-0.000260225,-0.260224702,-41.62058667,,,,,
0.097,-0.000260221,-0.260220683,-41.61962167,,,,,
0.098,-0.000260217,-0.260216622,-41.61864667,,,,,
0.099,-0.000260213,-0.260212519,-41.61766167,,,,,
0.1,-0.000260208,-0.260208375,-41.61666667,,,,,
0.101,-0.000260204,-0.260204189,-41.61566167,,,,,
0.102,-0.0002602,-0.260199962,-41.61464667,,,,,
0.103,-0.000260196,-0.260195693,-41.61362167,,,,,
0.104,-0.000260191,-0.260191382,-41.61258667,,,,,
0.105,-0.000260187,-0.26018703,-41.61154167,,,,,
0.106,-0.000260183,-0.260182636,-41.61048667,,,,,
0.107,-0.000260178,-0.2601782,-41.60942167,,,,,
0.108,-0.000260174,-0.260173723,-41.60834667,,,,,
0.109,-0.000260169,-0.260169205,-41.60726167,,,,,
0.11,-0.000260165,-0.260164644,-41.60616667,,,,,
0.111,-0.00026016,-0.260160042,-41.60506167,,,,,
0.112,-0.000260155,-0.260155399,-41.60394667,,,,,
0.113,-0.000260151,-0.260150714,-41.60282167,,,,,
0.114,-0.000260146,-0.260145987,-41.60168667,,,,,
0.115,-0.000260141,-0.260141219,-41.60054167,,,,,
0.116,-0.000260136,-0.260136409,-41.59938667,,,,,
0.117,-0.000260132,-0.260131557,-41.59822167,,,,,
0.118,-0.000260127,-0.260126664,-41.59704667,,,,,
0.119,-0.000260122,-0.260121729,-41.59586167,,,,,
0.12,-0.000260117,-0.260116753,-41.59466667,,,,,
0.121,-0.000260112,-0.260111735,-41.59346167,,,,,
0.122,-0.000260107,-0.260106676,-41.59224667,,,,,
0.123,-0.000260102,-0.260101575,-41.59102167,,,,,
0.124,-0.000260096,-0.260096432,-41.58978667,,,,,
0.125,-0.000260091,-0.260091248,-41.58854167,,,,,
0.126,-0.000260086,-0.260086022,-41.58728667,,,,,
0.127,-0.000260081,-0.260080754,-41.58602167,,,,,
0.128,-0.000260075,-0.260075445,-41.58474667,,,,,
0.129,-0.00026007,-0.260070095,-41.58346167,,,,,
0.13,-0.000260065,-0.260064702,-41.58216667,,,,,
0.131,-0.000260059,-0.260059269,-41.58086167,,,,,
0.132,-0.000260054,-0.260053793,-41.57954667,,,,,
0.133,-0.000260048,-0.260048276,-41.57822167,,,,,
0.134,-0.000260043,-0.260042718,-41.57688667,,,,,
0.135,-0.000260037,-0.260037118,-41.57554167,,,,,
0.136,-0.000260031,-0.260031476,-41.57418667,,,,,
0.137,-0.000260026,-0.260025793,-41.57282167,,,,,
0.138,-0.00026002,-0.260020068,-41.57144667,,,,,
0.139,-0.000260014,-0.260014301,-41.57006167,,,,,
0.14,-0.000260008,-0.260008493,-41.56866667,,,,,
0.141,-0.000260003,-0.260002644,-41.56726167,,,,,
0.142,-0.000259997,-0.259996753,-41.56584667,,,,,
0.143,-0.000259991,-0.25999082,-41.56442167,,,,,
0.144,-0.000259985,-0.259984846,-41.56298667,,,,,
0.145,-0.000259979,-0.25997883,-41.56154167,,,,,
0.146,-0.000259973,-0.259972773,-41.56008667,,,,,
0.147,-0.000259967,-0.259966674,-41.55862167,,,,,
0.148,-0.000259961,-0.259960533,-41.55714667,,,,,
0.149,-0.000259954,-0.259954351,-41.55566167,,,,,
0.15,-0.000259948,-0.259948128,-41.55416667,,,,,
0.151,-0.000259942,-0.259941862,-41.55266167,,,,,
0.152,-0.000259936,-0.259935556,-41.55114667,,,,,
0.153,-0.000259929,-0.259929207,-41.54962167,,,,,
0.154,-0.000259923,-0.259922818,-41.54808667,,,,,
0.155,-0.000259916,-0.259916386,-41.54654167,,,,,
0.156,-0.00025991,-0.259909913,-41.54498667,,,,,
0.157,-0.000259903,-0.259903399,-41.54342167,,,,,
0.158,-0.000259897,-0.259896843,-41.54184667,,,,,
0.159,-0.00025989,-0.259890245,-41.54026167,,,,,
0.16,-0.000259884,-0.259883606,-41.53866667,,,,,
0.161,-0.000259877,-0.259876926,-41.53706167,,,,,
0.162,-0.00025987,-0.259870204,-41.53544667,,,,,
0.163,-0.000259863,-0.25986344,-41.53382167,,,,,
0.164,-0.000259857,-0.259856635,-41.53218667,,,,,
0.165,-0.00025985,-0.259849788,-41.53054167,,,,,
0.166,-0.000259843,-0.2598429,-41.52888667,,,,,
0.167,-0.000259836,-0.25983597,-41.52722167,,,,,
0.168,-0.000259829,-0.259828999,-41.52554667,,,,,
0.169,-0.000259822,-0.259821986,-41.52386167,,,,,
0.17,-0.000259815,-0.259814931,-41.52216667,,,,,
0.171,-0.000259808,-0.259807835,-41.52046167,,,,,
0.172,-0.000259801,-0.259800698,-41.51874667,,,,,
0.173,-0.000259794,-0.259793519,-41.51702167,,,,,
0.174,-0.000259786,-0.259786299,-41.51528667,,,,,
0.175,-0.000259779,-0.259779037,-41.51354167,,,,,
0.176,-0.000259772,-0.259771733,-41.51178667,,,,,
0.177,-0.000259764,-0.259764388,-41.51002167,,,,,
0.178,-0.000259757,-0.259757002,-41.50824667,,,,,
0.179,-0.00025975,-0.259749574,-41.50646167,,,,,
0.18,-0.000259742,-0.259742104,-41.50466667,,,,,
0.181,-0.000259735,-0.259734593,-41.50286167,,,,,
0.182,-0.000259727,-0.25972704,-41.50104667,,,,,
0.183,-0.000259719,-0.259719446,-41.49922167,,,,,
0.184,-0.000259712,-0.259711811,-41.49738667,,,,,
0.185,-0.000259704,-0.259704134,-41.49554167,,,,,
0.186,-0.000259696,-0.259696415,-41.49368667,,,,,
0.187,-0.000259689,-0.259688655,-41.49182167,,,,,
0.188,-0.000259681,-0.259680854,-41.48994667,,,,,
0.189,-0.000259673,-0.259673011,-41.48806167,,,,,
0.19,-0.000259665,-0.259665126,-41.48616667,,,,,
0.191,-0.000259657,-0.2596572,-41.48426167,,,,,
0.192,-0.000259649,-0.259649233,-41.48234667,,,,,
0.193,-0.000259641,-0.259641224,-41.48042167,,,,,
0.194,-0.000259633,-0.259633174,-41.47848667,,,,,
0.195,-0.000259625,-0.259625082,-41.47654167,,,,,
0.196,-0.000259617,-0.259616948,-41.47458667,,,,,
0.197,-0.000259609,-0.259608773,-41.47262167,,,,,
0.198,-0.000259601,-0.259600557,-41.47064667,,,,,
0.199,-0.000259592,-0.259592299,-41.46866167,,,,,
0.2,-0.000259584,-0.259584,-41.46666667,,,,,
0.201,-0.000259576,-0.259575659,-41.46466167,,,,,
0.202,-0.000259567,-0.259567277,-41.46264667,,,,,
0.203,-0.000259559,-0.259558853,-41.46062167,,,,,
0.204,-0.00025955,-0.259550388,-41.45858667,,,,,
0.205,-0.000259542,-0.259541882,-41.45654167,,,,,
0.206,-0.000259533,-0.259533334,-41.45448667,,,,,
0.207,-0.000259525,-0.259524744,-41.45242167,,,,,
0.208,-0.000259516,-0.259516113,-41.45034667,,,,,
0.209,-0.000259507,-0.259507441,-41.44826167,,,,,
0.21,-0.000259499,-0.259498727,-41.44616667,,,,,
0.211,-0.00025949,-0.259489972,-41.44406167,,,,,
0.212,-0.000259481,-0.259481175,-41.44194667,,,,,
0.213,-0.000259472,-0.259472337,-41.43982167,,,,,
0.214,-0.000259463,-0.259463457,-41.43768667,,,,,
0.215,-0.000259455,-0.259454536,-41.43554167,,,,,
0.216,-0.000259446,-0.259445574,-41.43338667,,,,,
0.217,-0.000259437,-0.25943657,-41.43122167,,,,,
0.218,-0.000259428,-0.259427524,-41.42904667,,,,,
0.219,-0.000259418,-0.259418438,-41.42686167,,,,,
0.22,-0.000259409,-0.259409309,-41.42466667,,,,,
0.221,-0.0002594,-0.25940014,-41.42246167,,,,,
0.222,-0.000259391,-0.259390929,-41.42024667,,,,,
0.223,-0.000259382,-0.259381676,-41.41802167,,,,,
0.224,-0.000259372,-0.259372382,-41.41578667,,,,,
0.225,-0.000259363,-0.259363047,-41.41354167,,,,,
0.226,-0.000259354,-0.25935367,-41.41128667,,,,,
0.227,-0.000259344,-0.259344252,-41.40902167,,,,,
0.228,-0.000259335,-0.259334793,-41.40674667,,,,,
0.229,-0.000259325,-0.259325292,-41.40446167,,,,,
0.23,-0.000259316,-0.259315749,-41.40216667,,,,,
0.231,-0.000259306,-0.259306166,-41.39986167,,,,,
0.232,-0.000259297,-0.25929654,-41.39754667,,,,,
0.233,-0.000259287,-0.259286874,-41.39522167,,,,,
0.234,-0.000259277,-0.259277166,-41.39288667,,,,,
0.235,-0.000259267,-0.259267417,-41.39054167,,,,,
0.236,-0.000259258,-0.259257626,-41.38818667,,,,,
0.237,-0.000259248,-0.259247794,-41.38582167,,,,,
0.238,-0.000259238,-0.25923792,-41.38344667,,,,,
0.239,-0.000259228,-0.259228005,-41.38106167,,,,,
0.24,-0.000259218,-0.259218049,-41.37866667,,,,,
0.241,-0.000259208,-0.259208051,-41.37626167,,,,,
0.242,-0.000259198,-0.259198012,-41.37384667,,,,,
0.243,-0.000259188,-0.259187932,-41.37142167,,,,,
0.244,-0.000259178,-0.25917781,-41.36898667,,,,,
0.245,-0.000259168,-0.259167647,-41.36654167,,,,,
0.246,-0.000259157,-0.259157443,-41.36408667,,,,,
0.247,-0.000259147,-0.259147197,-41.36162167,,,,,
0.248,-0.000259137,-0.259136909,-41.35914667,,,,,
0.249,-0.000259127,-0.259126581,-41.35666167,,,,,
0.25,-0.000259116,-0.259116211,-41.35416667,,,,,
0.251,-0.000259106,-0.2591058,-41.35166167,,,,,
0.252,-0.000259095,-0.259095347,-41.34914667,,,,,
0.253,-0.000259085,-0.259084853,-41.34662167,,,,,
0.254,-0.000259074,-0.259074318,-41.34408667,,,,,
0.255,-0.000259064,-0.259063741,-41.34154167,,,,,
0.256,-0.000259053,-0.259053123,-41.33898667,,,,,
0.257,-0.000259042,-0.259042464,-41.33642167,,,,,
0.258,-0.000259032,-0.259031763,-41.33384667,,,,,
0.259,-0.000259021,-0.259021021,-41.33126167,,,,,
0.26,-0.00025901,-0.259010237,-41.32866667,,,,,
0.261,-0.000258999,-0.258999413,-41.32606167,,,,,
0.262,-0.000258989,-0.258988547,-41.32344667,,,,,
0.263,-0.000258978,-0.258977639,-41.32082167,,,,,
0.264,-0.000258967,-0.258966691,-41.31818667,,,,,
0.265,-0.000258956,-0.258955701,-41.31554167,,,,,
0.266,-0.000258945,-0.258944669,-41.31288667,,,,,
0.267,-0.000258934,-0.258933597,-41.31022167,,,,,
0.268,-0.000258922,-0.258922483,-41.30754667,,,,,
0.269,-0.000258911,-0.258911328,-41.30486167,,,,,
0.27,-0.0002589,-0.258900131,-41.30216667,,,,,
0.271,-0.000258889,-0.258888893,-41.29946167,,,,,
0.272,-0.000258878,-0.258877614,-41.29674667,,,,,
0.273,-0.000258866,-0.258866294,-41.29402167,,,,,
0.274,-0.000258855,-0.258854932,-41.29128667,,,,,
0.275,-0.000258844,-0.258843529,-41.28854167,,,,,
0.276,-0.000258832,-0.258832084,-41.28578667,,,,,
0.277,-0.000258821,-0.258820599,-41.28302167,,,,,
0.278,-0.000258809,-0.258809072,-41.28024667,,,,,
0.279,-0.000258798,-0.258797504,-41.27746167,,,,,
0.28,-0.000258786,-0.258785894,-41.27466667,,,,,
0.281,-0.000258774,-0.258774244,-41.27186167,,,,,
0.282,-0.000258763,-0.258762552,-41.26904667,,,,,
0.283,-0.000258751,-0.258750818,-41.26622167,,,,,
0.284,-0.000258739,-0.258739044,-41.26338667,,,,,
0.285,-0.000258727,-0.258727228,-41.26054167,,,,,
0.286,-0.000258715,-0.258715371,-41.25768667,,,,,
0.287,-0.000258703,-0.258703473,-41.25482167,,,,,
0.288,-0.000258692,-0.258691533,-41.25194667,,,,,
0.289,-0.00025868,-0.258679552,-41.24906167,,,,,
0.29,-0.000258668,-0.25866753,-41.24616667,,,,,
0.291,-0.000258655,-0.258655467,-41.24326167,,,,,
0.292,-0.000258643,-0.258643362,-41.24034667,,,,,
0.293,-0.000258631,-0.258631217,-41.23742167,,,,,
0.294,-0.000258619,-0.25861903,-41.23448667,,,,,
0.295,-0.000258607,-0.258606801,-41.23154167,,,,,
0.296,-0.000258595,-0.258594532,-41.22858667,,,,,
0.297,-0.000258582,-0.258582221,-41.22562167,,,,,
0.298,-0.00025857,-0.258569869,-41.22264667,,,,,
0.299,-0.000258557,-0.258557476,-41.21966167,,,,,
0.3,-0.000258545,-0.258545042,-41.21666667,,,,,
0.301,-0.000258533,-0.258532566,-41.21366167,,,,,
0.302,-0.00025852,-0.258520049,-41.21064667,,,,,
0.303,-0.000258507,-0.258507491,-41.20762167,,,,,
0.304,-0.000258495,-0.258494892,-41.20458667,,,,,
0.305,-0.000258482,-0.258482252,-41.20154167,,,,,
0.306,-0.00025847,-0.25846957,-41.19848667,,,,,
0.307,-0.000258457,-0.258456847,-41.19542167,,,,,
0.308,-0.000258444,-0.258444083,-41.19234667,,,,,
0.309,-0.000258431,-0.258431278,-41.18926167,,,,,
0.31,-0.000258418,-0.258418431,-41.18616667,,,,,
0.311,-0.000258406,-0.258405544,-41.18306167,,,,,
0.312,-0.000258393,-0.258392615,-41.17994667,,,,,
0.313,-0.00025838,-0.258379645,-41.17682167,,,,,
0.314,-0.000258367,-0.258366634,-41.17368667,,,,,
0.315,-0.000258354,-0.258353582,-41.17054167,,,,,
0.316,-0.00025834,-0.258340488,-41.16738667,,,,,
0.317,-0.000258327,-0.258327353,-41.16422167,,,,,
0.318,-0.000258314,-0.258314178,-41.16104667,,,,,
0.319,-0.000258301,-0.258300961,-41.15786167,,,,,
0.32,-0.000258288,-0.258287702,-41.15466667,,,,,
0.321,-0.000258274,-0.258274403,-41.15146167,,,,,
0.322,-0.000258261,-0.258261063,-41.14824667,,,,,
0.323,-0.000258248,-0.258247681,-41.14502167,,,,,
0.324,-0.000258234,-0.258234258,-41.14178667,,,,,
0.325,-0.000258221,-0.258220794,-41.13854167,,,,,
0.326,-0.000258207,-0.258207289,-41.13528667,,,,,
0.327,-0.000258194,-0.258193743,-41.13202167,,,,,
0.328,-0.00025818,-0.258180156,-41.12874667,,,,,
0.329,-0.000258167,-0.258166528,-41.12546167,,,,,
0.33,-0.000258153,-0.258152858,-41.12216667,,,,,
0.331,-0.000258139,-0.258139147,-41.11886167,,,,,
0.332,-0.000258125,-0.258125396,-41.11554667,,,,,
0.333,-0.000258112,-0.258111603,-41.11222167,,,,,
0.334,-0.000258098,-0.258097769,-41.10888667,,,,,
0.335,-0.000258084,-0.258083894,-41.10554167,,,,,
0.336,-0.00025807,-0.258069977,-41.10218667,,,,,
0.337,-0.000258056,-0.25805602,-41.09882167,,,,,
0.338,-0.000258042,-0.258042022,-41.09544667,,,,,
0.339,-0.000258028,-0.258027982,-41.09206167,,,,,
0.34,-0.000258014,-0.258013901,-41.08866667,,,,,
0.341,-0.000258,-0.25799978,-41.08526167,,,,,
0.342,-0.000257986,-0.257985617,-41.08184667,,,,,
0.343,-0.000257971,-0.257971413,-41.07842167,,,,,
0.344,-0.000257957,-0.257957168,-41.07498667,,,,,
0.345,-0.000257943,-0.257942882,-41.07154167,,,,,
0.346,-0.000257929,-0.257928555,-41.06808667,,,,,
0.347,-0.000257914,-0.257914187,-41.06462167,,,,,
0.348,-0.0002579,-0.257899778,-41.06114667,,,,,
0.349,-0.000257885,-0.257885327,-41.05766167,,,,,
0.35,-0.000257871,-0.257870836,-41.05416667,,,,,
0.351,-0.000257856,-0.257856304,-41.05066167,,,,,
0.352,-0.000257842,-0.25784173,-41.04714667,,,,,
0.353,-0.000257827,-0.257827116,-41.04362167,,,,,
0.354,-0.000257812,-0.25781246,-41.04008667,,,,,
0.355,-0.000257798,-0.257797763,-41.03654167,,,,,
0.356,-0.000257783,-0.257783026,-41.03298667,,,,,
0.357,-0.000257768,-0.257768247,-41.02942167,,,,,
0.358,-0.000257753,-0.257753428,-41.02584667,,,,,
0.359,-0.000257739,-0.257738567,-41.02226167,,,,,
0.36,-0.000257724,-0.257723665,-41.01866667,,,,,
0.361,-0.000257709,-0.257708722,-41.01506167,,,,,
0.362,-0.000257694,-0.257693739,-41.01144667,,,,,
0.363,-0.000257679,-0.257678714,-41.00782167,,,,,
0.364,-0.000257664,-0.257663648,-41.00418667,,,,,
0.365,-0.000257649,-0.257648541,-41.00054167,,,,,
0.366,-0.000257633,-0.257633393,-40.99688667,,,,,
0.367,-0.000257618,-0.257618205,-40.99322167,,,,,
0.368,-0.000257603,-0.257602975,-40.98954667,,,,,
0.369,-0.000257588,-0.257587704,-40.98586167,,,,,
0.37,-0.000257572,-0.257572392,-40.98216667,,,,,
0.371,-0.000257557,-0.25755704,-40.97846167,,,,,
0.372,-0.000257542,-0.257541646,-40.97474667,,,,,
0.373,-0.000257526,-0.257526211,-40.97102167,,,,,
0.374,-0.000257511,-0.257510736,-40.96728667,,,,,
0.375,-0.000257495,-0.257495219,-40.96354167,,,,,
0.376,-0.00025748,-0.257479661,-40.95978667,,,,,
0.377,-0.000257464,-0.257464063,-40.95602167,,,,,
0.378,-0.000257448,-0.257448423,-40.95224667,,,,,
0.379,-0.000257433,-0.257432743,-40.94846167,,,,,
0.38,-0.000257417,-0.257417021,-40.94466667,,,,,
0.381,-0.000257401,-0.257401259,-40.94086167,,,,,
0.382,-0.000257385,-0.257385456,-40.93704667,,,,,
0.383,-0.00025737,-0.257369612,-40.93322167,,,,,
0.384,-0.000257354,-0.257353726,-40.92938667,,,,,
0.385,-0.000257338,-0.2573378,-40.92554167,,,,,
0.386,-0.000257322,-0.257321833,-40.92168667,,,,,
0.387,-0.000257306,-0.257305825,-40.91782167,,,,,
0.388,-0.00025729,-0.257289776,-40.91394667,,,,,
0.389,-0.000257274,-0.257273687,-40.91006167,,,,,
0.39,-0.000257258,-0.257257556,-40.90616667,,,,,
0.391,-0.000257241,-0.257241384,-40.90226167,,,,,
0.392,-0.000257225,-0.257225172,-40.89834667,,,,,
0.393,-0.000257209,-0.257208919,-40.89442167,,,,,
0.394,-0.000257193,-0.257192624,-40.89048667,,,,,
0.395,-0.000257176,-0.257176289,-40.88654167,,,,,
0.396,-0.00025716,-0.257159913,-40.88258667,,,,,
0.397,-0.000257143,-0.257143496,-40.87862167,,,,,
0.398,-0.000257127,-0.257127038,-40.87464667,,,,,
0.399,-0.000257111,-0.25711054,-40.87066167,,,,,
0.4,-0.000257094,-0.257094,-40.86666667,,,,,
0.401,-0.000257077,-0.25707742,-40.86266167,,,,,
0.402,-0.000257061,-0.257060798,-40.85864667,,,,,
0.403,-0.000257044,-0.257044136,-40.85462167,,,,,
0.404,-0.000257027,-0.257027433,-40.85058667,,,,,
0.405,-0.000257011,-0.257010689,-40.84654167,,,,,
0.406,-0.000256994,-0.256993905,-40.84248667,,,,,
0.407,-0.000256977,-0.256977079,-40.83842167,,,,,
0.408,-0.00025696,-0.256960213,-40.83434667,,,,,
0.409,-0.000256943,-0.256943305,-40.83026167,,,,,
0.41,-0.000256926,-0.256926357,-40.82616667,,,,,
0.411,-0.000256909,-0.256909368,-40.82206167,,,,,
0.412,-0.000256892,-0.256892339,-40.81794667,,,,,
0.413,-0.000256875,-0.256875268,-40.81382167,,,,,
0.414,-0.000256858,-0.256858157,-40.80968667,,,,,
0.415,-0.000256841,-0.256841005,-40.80554167,,,,,
0.416,-0.000256824,-0.256823812,-40.80138667,,,,,
0.417,-0.000256807,-0.256806578,-40.79722167,,,,,
0.418,-0.000256789,-0.256789304,-40.79304667,,,,,
0.419,-0.000256772,-0.256771988,-40.78886167,,,,,
0.42,-0.000256755,-0.256754632,-40.78466667,,,,,
0.421,-0.000256737,-0.256737235,-40.78046167,,,,,
0.422,-0.00025672,-0.256719797,-40.77624667,,,,,
0.423,-0.000256702,-0.256702319,-40.77202167,,,,,
0.424,-0.000256685,-0.2566848,-40.76778667,,,,,
0.425,-0.000256667,-0.25666724,-40.76354167,,,,,
0.426,-0.00025665,-0.256649639,-40.75928667,,,,,
0.427,-0.000256632,-0.256631997,-40.75502167,,,,,
0.428,-0.000256614,-0.256614315,-40.75074667,,,,,
0.429,-0.000256597,-0.256596592,-40.74646167,,,,,
0.43,-0.000256579,-0.256578828,-40.74216667,,,,,
0.431,-0.000256561,-0.256561024,-40.73786167,,,,,
0.432,-0.000256543,-0.256543179,-40.73354667,,,,,
0.433,-0.000256525,-0.256525293,-40.72922167,,,,,
0.434,-0.000256507,-0.256507366,-40.72488667,,,,,
0.435,-0.000256489,-0.256489398,-40.72054167,,,,,
0.436,-0.000256471,-0.25647139,-40.71618667,,,,,
0.437,-0.000256453,-0.256453341,-40.71182167,,,,,
0.438,-0.000256435,-0.256435252,-40.70744667,,,,,
0.439,-0.000256417,-0.256417121,-40.70306167,,,,,
0.44,-0.000256399,-0.25639895,-40.69866667,,,,,
0.441,-0.000256381,-0.256380739,-40.69426167,,,,,
0.442,-0.000256362,-0.256362486,-40.68984667,,,,,
0.443,-0.000256344,-0.256344193,-40.68542167,,,,,
0.444,-0.000256326,-0.256325859,-40.68098667,,,,,
0.445,-0.000256307,-0.256307485,-40.67654167,,,,,
0.446,-0.000256289,-0.25628907,-40.67208667,,,,,
0.447,-0.000256271,-0.256270614,-40.66762167,,,,,
0.448,-0.000256252,-0.256252118,-40.66314667,,,,,
0.449,-0.000256234,-0.25623358,-40.65866167,,,,,
0.45,-0.000256215,-0.256215003,-40.65416667,,,,,
0.451,-0.000256196,-0.256196384,-40.64966167,,,,,
0.452,-0.000256178,-0.256177725,-40.64514667,,,,,
0.453,-0.000256159,-0.256159025,-40.64062167,,,,,
0.454,-0.00025614,-0.256140285,-40.63608667,,,,,
0.455,-0.000256122,-0.256121504,-40.63154167,,,,,
0.456,-0.000256103,-0.256102682,-40.62698667,,,,,
0.457,-0.000256084,-0.25608382,-40.62242167,,,,,
0.458,-0.000256065,-0.256064917,-40.61784667,,,,,
0.459,-0.000256046,-0.256045974,-40.61326167,,,,,
0.46,-0.000256027,-0.256026989,-40.60866667,,,,,
0.461,-0.000256008,-0.256007965,-40.60406167,,,,,
0.462,-0.000255989,-0.255988899,-40.59944667,,,,,
0.463,-0.00025597,-0.255969793,-40.59482167,,,,,
0.464,-0.000255951,-0.255950647,-40.59018667,,,,,
0.465,-0.000255931,-0.25593146,-40.58554167,,,,,
0.466,-0.000255912,-0.255912232,-40.58088667,,,,,
0.467,-0.000255893,-0.255892964,-40.57622167,,,,,
0.468,-0.000255874,-0.255873655,-40.57154667,,,,,
0.469,-0.000255854,-0.255854305,-40.56686167,,,,,
0.47,-0.000255835,-0.255834915,-40.56216667,,,,,
0.471,-0.000255815,-0.255815485,-40.55746167,,,,,
0.472,-0.000255796,-0.255796014,-40.55274667,,,,,
0.473,-0.000255777,-0.255776502,-40.54802167,,,,,
0.474,-0.000255757,-0.25575695,-40.54328667,,,,,
0.475,-0.000255737,-0.255737357,-40.53854167,,,,,
0.476,-0.000255718,-0.255717724,-40.53378667,,,,,
0.477,-0.000255698,-0.25569805,-40.52902167,,,,,
0.478,-0.000255678,-0.255678335,-40.52424667,,,,,
0.479,-0.000255659,-0.25565858,-40.51946167,,,,,
0.48,-0.000255639,-0.255638785,-40.51466667,,,,,
0.481,-0.000255619,-0.255618949,-40.50986167,,,,,
0.482,-0.000255599,-0.255599073,-40.50504667,,,,,
0.483,-0.000255579,-0.255579156,-40.50022167,,,,,
0.484,-0.000255559,-0.255559198,-40.49538667,,,,,
0.485,-0.000255539,-0.2555392,-40.49054167,,,,,
0.486,-0.000255519,-0.255519162,-40.48568667,,,,,
0.487,-0.000255499,-0.255499083,-40.48082167,,,,,
0.488,-0.000255479,-0.255478964,-40.47594667,,,,,
0.489,-0.000255459,-0.255458804,-40.47106167,,,,,
0.49,-0.000255439,-0.255438603,-40.46616667,,,,,
0.491,-0.000255418,-0.255418363,-40.46126167,,,,,
0.492,-0.000255398,-0.255398081,-40.45634667,,,,,
0.493,-0.000255378,-0.25537776,-40.45142167,,,,,
0.494,-0.000255357,-0.255357397,-40.44648667,,,,,
0.495,-0.000255337,-0.255336995,-40.44154167,,,,,
0.496,-0.000255317,-0.255316552,-40.43658667,,,,,
0.497,-0.000255296,-0.255296068,-40.43162167,,,,,
0.498,-0.000255276,-0.255275544,-40.42664667,,,,,
0.499,-0.000255255,-0.25525498,-40.42166167,,,,,
0.5,-0.000255234,-0.255234375,-40.41666667,,,,,
0.501,-0.000255214,-0.25521373,-40.41166167,,,,,
0.502,-0.000255193,-0.255193044,-40.40664667,,,,,
0.503,-0.000255172,-0.255172318,-40.40162167,,,,,
0.504,-0.000255152,-0.255151552,-40.39658667,,,,,
0.505,-0.000255131,-0.255130745,-40.39154167,,,,,
0.506,-0.00025511,-0.255109898,-40.38648667,,,,,
0.507,-0.000255089,-0.25508901,-40.38142167,,,,,
0.508,-0.000255068,-0.255068082,-40.37634667,,,,,
0.509,-0.000255047,-0.255047114,-40.37126167,,,,,
0.51,-0.000255026,-0.255026105,-40.36616667,,,,,
0.511,-0.000255005,-0.255005056,-40.36106167,,,,,
0.512,-0.000254984,-0.254983966,-40.35594667,,,,,
0.513,-0.000254963,-0.254962837,-40.35082167,,,,,
0.514,-0.000254942,-0.254941666,-40.34568667,,,,,
0.515,-0.00025492,-0.254920456,-40.34054167,,,,,
0.516,-0.000254899,-0.254899205,-40.33538667,,,,,
0.517,-0.000254878,-0.254877914,-40.33022167,,,,,
0.518,-0.000254857,-0.254856582,-40.32504667,,,,,
0.519,-0.000254835,-0.254835211,-40.31986167,,,,,
0.52,-0.000254814,-0.254813798,-40.31466667,,,,,
0.521,-0.000254792,-0.254792346,-40.30946167,,,,,
0.522,-0.000254771,-0.254770853,-40.30424667,,,,,
0.523,-0.000254749,-0.25474932,-40.29902167,,,,,
0.524,-0.000254728,-0.254727747,-40.29378667,,,,,
0.525,-0.000254706,-0.254706133,-40.28854167,,,,,
0.526,-0.000254684,-0.254684479,-40.28328667,,,,,
0.527,-0.000254663,-0.254662785,-40.27802167,,,,,
0.528,-0.000254641,-0.25464105,-40.27274667,,,,,
0.529,-0.000254619,-0.254619275,-40.26746167,,,,,
0.53,-0.000254597,-0.25459746,-40.26216667,,,,,
0.531,-0.000254576,-0.254575605,-40.25686167,,,,,
